ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_88,2025-11-12 03:56:18,2025-11-12 04:12:18,4,5.82,13.54,CASH,Uptown,Airport
ride_89,2025-11-12 03:36:18,2025-11-12 04:15:18,3,3.45,8.44,CARD,Midtown,Suburb
ride_90,2025-11-12 04:52:18,2025-11-12 05:12:18,1,7.05,17.42,CASH,Midtown,Downtown
ride_91,2025-11-12 03:14:18,2025-11-12 03:27:18,2,11.72,29.43,CASH,Uptown,Airport
ride_92,2025-11-12 04:45:18,2025-11-12 04:54:18,1,1.87,3.19,CARD,Uptown,Midtown
ride_93,2025-11-12 03:51:18,2025-11-12 04:20:18,2,4.93,9.02,CASH,Midtown,Airport
ride_94,2025-11-12 04:13:18,2025-11-12 04:18:18,1,7.37,20.62,CARD,Uptown,Midtown
ride_95,2025-11-12 04:22:18,2025-11-12 05:17:18,1,5.74,11.82,CARD,Uptown,Downtown
ride_96,2025-11-12 04:25:18,2025-11-12 04:37:18,4,7.52,20.54,CARD,Suburb,Airport
ride_97,2025-11-12 04:59:18,2025-11-12 05:41:18,1,5.88,16.43,CARD,Uptown,Airport
ride_98,2025-11-12 03:34:18,2025-11-12 04:23:18,1,7.31,19.11,CASH,Midtown,Midtown
ride_99,2025-11-12 03:06:18,2025-11-12 03:43:18,3,10.35,21.15,CARD,Downtown,Midtown
ride_100,2025-11-12 03:43:18,2025-11-12 04:19:18,2,7.24,19.35,CARD,Airport,Airport
ride_101,2025-11-12 04:51:18,2025-11-12 05:04:18,2,3.47,8.13,CASH,Downtown,Airport
ride_102,2025-11-12 03:12:18,2025-11-12 04:07:18,3,7.62,13.55,CARD,Midtown,Downtown
ride_103,2025-11-12 04:28:18,2025-11-12 04:58:18,1,8.1,14.87,CARD,Downtown,Midtown
ride_104,2025-11-12 04:52:18,2025-11-12 05:44:18,1,8.89,14.96,CARD,Suburb,Uptown
ride_105,2025-11-12 04:43:18,2025-11-12 05:26:18,2,9.84,25.94,CASH,Uptown,Midtown
ride_106,2025-11-12 03:41:18,2025-11-12 04:34:18,2,2.8,7.97,CARD,Downtown,Downtown
ride_107,2025-11-12 04:31:18,2025-11-12 04:51:18,3,1.03,3.0,CARD,Suburb,Midtown
ride_108,2025-11-12 04:48:18,2025-11-12 04:58:18,1,6.65,12.45,CARD,Uptown,Downtown
ride_109,2025-11-12 04:30:18,2025-11-12 04:51:18,1,1.69,4.14,CARD,Suburb,Suburb
ride_110,2025-11-12 04:49:18,2025-11-12 05:32:18,4,5.06,12.39,CASH,Midtown,Suburb
ride_111,2025-11-12 03:46:18,2025-11-12 04:38:18,3,5.78,12.56,CARD,Downtown,Midtown
ride_112,2025-11-12 03:51:18,2025-11-12 04:27:18,3,0.21,3.0,CASH,Downtown,Midtown
ride_113,2025-11-12 03:53:18,2025-11-12 04:05:18,4,4.96,12.52,CASH,Suburb,Suburb
ride_114,2025-11-12 04:15:18,2025-11-12 04:27:18,4,11.47,26.05,CARD,Suburb,Uptown
ride_115,2025-11-12 03:21:18,2025-11-12 03:57:18,4,9.21,18.5,CARD,Suburb,Midtown
ride_116,2025-11-12 04:25:18,2025-11-12 04:34:18,1,7.4,14.26,CASH,Midtown,Uptown
ride_117,2025-11-12 03:00:18,2025-11-12 03:34:18,2,6.94,14.57,CARD,Midtown,Downtown
ride_118,2025-11-12 03:01:18,2025-11-12 03:19:18,2,0.2,3.0,CARD,Suburb,Uptown
ride_119,2025-11-12 03:44:18,2025-11-12 04:38:18,1,4.07,7.1,CASH,Uptown,Downtown
ride_120,2025-11-12 04:44:18,2025-11-12 04:59:18,4,5.59,12.15,CASH,Suburb,Downtown
ride_121,2025-11-12 03:34:18,2025-11-12 03:41:18,3,5.45,13.33,CARD,Uptown,Airport
ride_122,2025-11-12 04:20:18,2025-11-12 04:29:18,1,4.43,12.59,CARD,Airport,Midtown
ride_123,2025-11-12 04:08:18,2025-11-12 05:00:18,2,7.0,18.29,CARD,Suburb,Suburb
ride_124,2025-11-12 03:43:18,2025-11-12 04:04:18,1,13.79,24.07,CARD,Airport,Uptown
ride_125,2025-11-12 03:31:18,2025-11-12 03:51:18,3,8.58,22.49,CARD,Suburb,Downtown
ride_126,2025-11-12 03:48:18,2025-11-12 04:41:18,4,10.56,20.31,CARD,Uptown,Midtown
ride_127,2025-11-12 03:04:18,2025-11-12 03:27:18,1,5.1,9.29,CASH,Midtown,Downtown
ride_128,2025-11-12 02:59:18,2025-11-12 03:51:18,3,4.35,10.23,CARD,Uptown,Uptown
ride_129,2025-11-12 04:55:18,2025-11-12 05:32:18,4,6.06,10.92,CARD,Midtown,Suburb
ride_130,2025-11-12 04:35:18,2025-11-12 04:51:18,2,4.86,11.13,CARD,Uptown,Suburb
ride_131,2025-11-12 03:02:18,2025-11-12 03:55:18,3,6.99,16.35,CASH,Midtown,Suburb
ride_132,2025-11-12 03:24:18,2025-11-12 03:58:18,2,5.28,8.87,CARD,Downtown,Downtown
ride_133,2025-11-12 04:02:18,2025-11-12 04:54:18,1,0.77,4.23,CARD,Airport,Uptown
ride_134,2025-11-12 03:24:18,2025-11-12 04:15:18,3,4.7,12.47,CARD,Uptown,Airport
ride_135,2025-11-12 03:30:18,2025-11-12 04:24:18,2,0.64,3.4,CARD,Suburb,Suburb
ride_136,2025-11-12 04:11:18,2025-11-12 04:21:18,2,4.03,8.05,CARD,Airport,Suburb
ride_137,2025-11-12 04:54:18,2025-11-12 05:48:18,4,4.8,12.99,CARD,Midtown,Airport
ride_138,2025-11-12 03:48:18,2025-11-12 04:37:18,4,7.53,19.25,CASH,Uptown,Airport
ride_139,2025-11-12 04:31:18,2025-11-12 04:37:18,1,5.16,11.42,CARD,Midtown,Midtown
ride_140,2025-11-12 03:32:18,2025-11-12 03:44:18,4,7.12,17.09,CASH,Midtown,Suburb
ride_141,2025-11-12 03:19:18,2025-11-12 03:35:18,3,6.31,14.53,CARD,Midtown,Midtown
ride_142,2025-11-12 03:18:18,2025-11-12 04:08:18,3,9.72,18.09,CASH,Airport,Suburb
ride_143,2025-11-12 04:18:18,2025-11-12 04:41:18,3,5.81,11.39,CARD,Suburb,Suburb
ride_144,2025-11-12 04:18:18,2025-11-12 04:40:18,4,2.05,7.34,CARD,Downtown,Uptown
ride_145,2025-11-12 04:11:18,2025-11-12 05:05:18,3,6.94,14.58,CARD,Midtown,Downtown
ride_146,2025-11-12 03:36:18,2025-11-12 04:18:18,1,5.49,9.53,CARD,Uptown,Suburb
ride_147,2025-11-12 04:16:18,2025-11-12 04:43:18,3,2.36,6.81,CARD,Suburb,Uptown
ride_148,2025-11-12 04:37:18,2025-11-12 05:08:18,2,10.88,17.71,CARD,Midtown,Suburb
ride_149,2025-11-12 03:18:18,2025-11-12 03:56:18,3,10.04,21.83,CARD,Suburb,Suburb
ride_150,2025-11-12 03:35:18,2025-11-12 03:55:18,4,9.04,17.84,CARD,Uptown,Uptown
ride_151,2025-11-12 03:55:18,2025-11-12 04:10:18,4,1.77,4.74,CASH,Downtown,Downtown
ride_152,2025-11-12 04:17:18,2025-11-12 04:52:18,1,3.54,7.92,CARD,Airport,Downtown
ride_153,2025-11-12 03:18:18,2025-11-12 04:06:18,4,3.15,8.24,CASH,Uptown,Downtown
ride_154,2025-11-12 04:44:18,2025-11-12 04:52:18,1,2.44,7.1,CASH,Midtown,Uptown
ride_155,2025-11-12 03:30:18,2025-11-12 03:56:18,3,2.12,4.68,CASH,Midtown,Airport
ride_156,2025-11-12 03:15:18,2025-11-12 03:20:18,2,2.13,6.48,CASH,Downtown,Airport
ride_157,2025-11-12 04:01:18,2025-11-12 04:45:18,3,6.14,11.94,CARD,Uptown,Suburb
ride_158,2025-11-12 04:36:18,2025-11-12 05:06:18,2,9.98,22.86,CARD,Downtown,Suburb
ride_159,2025-11-12 03:59:18,2025-11-12 04:41:18,2,7.61,19.84,CARD,Uptown,Airport
ride_160,2025-11-12 04:09:18,2025-11-12 04:52:18,4,6.08,10.97,CARD,Downtown,Midtown
ride_161,2025-11-12 04:57:18,2025-11-12 05:11:18,4,6.72,16.33,CARD,Downtown,Suburb
ride_162,2025-11-12 03:39:18,2025-11-12 03:51:18,4,7.21,17.32,CARD,Downtown,Midtown
ride_163,2025-11-12 04:42:18,2025-11-12 05:32:18,1,6.18,14.28,CARD,Suburb,Uptown
ride_164,2025-11-12 04:18:18,2025-11-12 04:58:18,1,3.27,7.75,CARD,Uptown,Downtown
ride_165,2025-11-12 03:30:18,2025-11-12 04:06:18,2,7.81,13.9,CARD,Uptown,Airport
ride_166,2025-11-12 04:16:18,2025-11-12 04:31:18,4,4.8,9.51,CARD,Midtown,Downtown
ride_167,2025-11-12 04:38:18,2025-11-12 05:19:18,1,0.2,3.0,CARD,Airport,Downtown
ride_168,2025-11-12 04:29:18,2025-11-12 04:50:18,3,6.2,11.26,CARD,Downtown,Airport
ride_169,2025-11-12 04:50:18,2025-11-12 05:14:18,1,7.21,15.59,CASH,Downtown,Airport
ride_170,2025-11-12 04:33:18,2025-11-12 05:20:18,4,8.78,14.54,CARD,Airport,Airport
ride_171,2025-11-12 03:42:18,2025-11-12 04:19:18,4,9.51,16.07,CARD,Airport,Midtown
ride_172,2025-11-12 03:13:18,2025-11-12 03:28:18,2,6.78,15.14,CASH,Downtown,Midtown
ride_173,2025-11-12 03:43:18,2025-11-12 04:10:18,4,9.21,18.65,CARD,Downtown,Uptown
ride_174,2025-11-12 02:59:18,2025-11-12 03:29:18,4,2.21,6.73,CARD,Downtown,Downtown
ride_175,2025-11-12 04:34:18,2025-11-12 04:43:18,1,0.78,3.83,CARD,Downtown,Downtown
ride_176,2025-11-12 03:54:18,2025-11-12 04:18:18,3,10.17,20.96,CARD,Uptown,Uptown
ride_177,2025-11-12 04:35:18,2025-11-12 04:48:18,1,6.88,14.01,CARD,Suburb,Suburb
ride_178,2025-11-12 04:55:18,2025-11-12 05:41:18,1,4.15,10.85,CARD,Downtown,Uptown
ride_179,2025-11-12 03:13:18,2025-11-12 03:54:18,4,5.33,14.56,CARD,Downtown,Airport
ride_180,2025-11-12 04:38:18,2025-11-12 04:46:18,1,7.58,17.24,CASH,Downtown,Airport
ride_181,2025-11-12 04:27:18,2025-11-12 05:01:18,3,4.69,11.31,CARD,Uptown,Midtown
ride_182,2025-11-12 03:09:18,2025-11-12 04:00:18,2,8.55,21.35,CARD,Midtown,Downtown
ride_183,2025-11-12 04:03:18,2025-11-12 04:47:18,2,7.5,18.12,CASH,Uptown,Midtown
ride_184,2025-11-12 03:38:18,2025-11-12 03:47:18,3,4.76,8.77,CARD,Uptown,Downtown
ride_185,2025-11-12 04:18:18,2025-11-12 04:35:18,1,6.65,15.98,CASH,Midtown,Airport
ride_186,2025-11-12 03:13:18,2025-11-12 03:44:18,1,9.35,19.07,CARD,Midtown,Uptown
ride_187,2025-11-12 04:43:18,2025-11-12 05:20:18,3,0.2,3.0,CARD,Suburb,Airport
ride_188,2025-11-12 04:54:18,2025-11-12 05:18:18,1,5.83,10.06,CARD,Downtown,Suburb
ride_189,2025-11-12 03:33:18,2025-11-12 03:56:18,3,9.52,18.24,CASH,Suburb,Uptown
ride_190,2025-11-12 04:10:18,2025-11-12 04:36:18,2,7.04,18.45,CARD,Midtown,Uptown
ride_191,2025-11-12 03:23:18,2025-11-12 03:48:18,3,2.62,7.5,CARD,Airport,Downtown
ride_192,2025-11-12 03:08:18,2025-11-12 03:50:18,4,5.7,15.55,CASH,Airport,Airport
ride_193,2025-11-12 03:39:18,2025-11-12 03:44:18,2,9.47,24.21,CASH,Midtown,Airport
ride_194,2025-11-12 03:23:18,2025-11-12 04:10:18,1,2.35,7.99,CARD,Suburb,Airport
ride_195,2025-11-12 04:52:18,2025-11-12 05:31:18,3,10.86,20.61,CARD,Suburb,Suburb
ride_196,2025-11-12 03:23:18,2025-11-12 03:28:18,1,2.67,6.73,CASH,Midtown,Airport
ride_197,2025-11-12 04:46:18,2025-11-12 05:12:18,2,13.51,30.99,CARD,Suburb,Suburb
ride_198,2025-11-12 03:27:18,2025-11-12 03:57:18,3,4.73,12.14,CASH,Suburb,Downtown
ride_199,2025-11-12 04:34:18,2025-11-12 04:53:18,1,1.57,3.58,CASH,Suburb,Airport
ride_200,2025-11-12 04:16:18,2025-11-12 04:55:18,3,0.2,3.0,CARD,Midtown,Airport
ride_201,2025-11-12 04:40:18,2025-11-12 05:26:18,1,0.2,3.0,CARD,Suburb,Airport
ride_202,2025-11-12 04:46:18,2025-11-12 05:08:18,2,8.82,19.33,CARD,Midtown,Downtown
ride_203,2025-11-12 04:22:18,2025-11-12 04:38:18,3,2.77,7.14,CARD,Downtown,Midtown
ride_204,2025-11-12 03:06:18,2025-11-12 03:36:18,2,2.2,5.51,CASH,Downtown,Suburb
ride_205,2025-11-12 03:46:18,2025-11-12 04:40:18,1,4.15,11.0,CARD,Uptown,Airport
ride_206,2025-11-12 03:37:18,2025-11-12 04:26:18,1,2.6,6.75,CARD,Midtown,Uptown
ride_207,2025-11-12 04:41:18,2025-11-12 05:32:18,3,7.22,17.36,CARD,Suburb,Downtown
ride_208,2025-11-12 04:32:18,2025-11-12 04:43:18,2,0.59,3.97,CARD,Airport,Downtown
ride_209,2025-11-12 04:52:18,2025-11-12 05:18:18,2,8.61,17.74,CARD,Uptown,Uptown
ride_210,2025-11-12 03:04:18,2025-11-12 03:45:18,2,1.54,4.54,CASH,Airport,Airport
ride_211,2025-11-12 04:41:18,2025-11-12 04:48:18,3,12.39,26.02,CASH,Uptown,Downtown
ride_212,2025-11-12 04:19:18,2025-11-12 05:13:18,3,0.37,3.0,CARD,Midtown,Midtown
ride_213,2025-11-12 03:45:18,2025-11-12 03:59:18,1,5.22,10.15,CARD,Downtown,Suburb
ride_214,2025-11-12 03:30:18,2025-11-12 03:55:18,2,9.53,20.32,CARD,Midtown,Midtown
ride_215,2025-11-12 04:24:18,2025-11-12 05:14:18,1,9.93,21.29,CASH,Suburb,Midtown
ride_216,2025-11-12 04:25:18,2025-11-12 04:51:18,1,5.94,10.17,CARD,Airport,Downtown
ride_217,2025-11-12 04:53:18,2025-11-12 05:20:18,2,4.97,12.17,CASH,Midtown,Suburb
ride_218,2025-11-12 03:39:18,2025-11-12 04:28:18,2,0.2,3.33,CARD,Airport,Downtown
ride_219,2025-11-12 03:16:18,2025-11-12 04:02:18,4,2.0,6.57,CARD,Downtown,Uptown
ride_220,2025-11-12 03:14:18,2025-11-12 03:47:18,3,7.52,17.68,CARD,Suburb,Downtown
ride_221,2025-11-12 03:45:18,2025-11-12 04:25:18,1,5.79,11.2,CARD,Airport,Airport
ride_222,2025-11-12 04:19:18,2025-11-12 05:01:18,2,2.91,7.57,CASH,Suburb,Airport
ride_223,2025-11-12 03:58:18,2025-11-12 04:21:18,4,7.21,16.96,CARD,Downtown,Airport
ride_224,2025-11-12 04:15:18,2025-11-12 04:24:18,2,3.12,7.5,CARD,Downtown,Downtown
ride_225,2025-11-12 03:21:18,2025-11-12 03:40:18,4,7.77,19.58,CASH,Airport,Downtown
ride_226,2025-11-12 03:03:18,2025-11-12 03:52:18,4,3.53,5.88,CARD,Midtown,Suburb
ride_227,2025-11-12 04:00:18,2025-11-12 04:19:18,4,11.1,20.01,CARD,Midtown,Suburb
ride_228,2025-11-12 04:12:18,2025-11-12 04:53:18,3,9.15,18.47,CASH,Suburb,Uptown
ride_229,2025-11-12 04:34:18,2025-11-12 04:56:18,1,5.85,16.39,CARD,Midtown,Suburb
ride_230,2025-11-12 04:15:18,2025-11-12 04:41:18,4,2.23,6.15,CASH,Midtown,Suburb
ride_231,2025-11-12 04:44:18,2025-11-12 05:11:18,2,2.44,4.95,CARD,Airport,Downtown
ride_232,2025-11-12 04:05:18,2025-11-12 04:29:18,1,3.73,9.06,CARD,Suburb,Airport
ride_233,2025-11-12 04:06:18,2025-11-12 04:12:18,3,10.38,17.84,CARD,Airport,Downtown
ride_234,2025-11-12 04:04:18,2025-11-12 04:46:18,1,4.48,9.0,CARD,Uptown,Midtown
ride_235,2025-11-12 04:23:18,2025-11-12 04:42:18,4,2.7,6.63,CASH,Suburb,Suburb
ride_236,2025-11-12 04:01:18,2025-11-12 04:49:18,3,0.2,3.0,CARD,Airport,Downtown
ride_237,2025-11-12 03:17:18,2025-11-12 03:23:18,3,8.72,13.56,CARD,Suburb,Suburb
ride_238,2025-11-12 04:00:18,2025-11-12 04:14:18,1,1.37,3.3,CARD,Uptown,Uptown
ride_239,2025-11-12 04:35:18,2025-11-12 05:16:18,1,7.77,20.26,CARD,Uptown,Midtown
ride_240,2025-11-12 03:01:18,2025-11-12 03:07:18,4,0.25,3.0,CARD,Midtown,Airport
ride_241,2025-11-12 04:44:18,2025-11-12 05:15:18,2,2.02,4.44,CARD,Uptown,Suburb
ride_242,2025-11-12 04:52:18,2025-11-12 05:15:18,1,4.02,10.73,CASH,Downtown,Airport
ride_243,2025-11-12 04:55:18,2025-11-12 05:05:18,1,5.3,11.18,CASH,Uptown,Airport
ride_244,2025-11-12 03:25:18,2025-11-12 03:48:18,1,7.15,12.58,CARD,Midtown,Midtown
ride_245,2025-11-12 03:41:18,2025-11-12 04:16:18,2,5.77,12.89,CASH,Suburb,Suburb
ride_246,2025-11-12 04:04:18,2025-11-12 04:27:18,4,6.7,16.78,CARD,Suburb,Midtown
ride_247,2025-11-12 04:50:18,2025-11-12 05:04:18,3,9.4,24.17,CASH,Downtown,Downtown
ride_248,2025-11-12 03:58:18,2025-11-12 04:05:18,3,7.22,14.43,CARD,Midtown,Uptown
ride_249,2025-11-12 04:17:18,2025-11-12 04:58:18,3,1.08,4.49,CASH,Uptown,Airport
ride_250,2025-11-12 04:18:18,2025-11-12 04:54:18,4,3.02,6.76,CARD,Midtown,Uptown
ride_251,2025-11-12 03:45:18,2025-11-12 04:34:18,2,4.04,9.5,CARD,Downtown,Downtown
ride_252,2025-11-12 04:52:18,2025-11-12 05:43:18,3,3.54,9.28,CARD,Midtown,Uptown
ride_253,2025-11-12 03:35:18,2025-11-12 03:53:18,3,8.21,12.88,CARD,Uptown,Suburb
