ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_328,2025-11-12 02:14:24,2025-11-12 03:07:24,4,6.86,15.15,CASH,Uptown,Suburb
ride_329,2025-11-12 03:17:24,2025-11-12 03:35:24,4,6.04,13.03,CARD,Uptown,Airport
ride_330,2025-11-12 02:25:24,2025-11-12 02:37:24,1,5.61,10.25,CARD,Airport,Downtown
ride_331,2025-11-12 03:25:24,2025-11-12 04:16:24,3,8.25,18.0,CARD,Uptown,Midtown
ride_332,2025-11-12 03:37:24,2025-11-12 04:30:24,2,3.87,10.1,CASH,Airport,Airport
ride_333,2025-11-12 02:02:24,2025-11-12 02:42:24,4,5.02,11.16,CARD,Downtown,Airport
ride_334,2025-11-12 03:25:24,2025-11-12 03:50:24,2,4.72,12.81,CARD,Uptown,Uptown
ride_335,2025-11-12 03:15:24,2025-11-12 03:44:24,4,3.12,9.56,CARD,Suburb,Midtown
ride_336,2025-11-12 02:33:24,2025-11-12 02:55:24,4,6.43,14.84,CARD,Airport,Suburb
ride_337,2025-11-12 02:04:24,2025-11-12 02:57:24,3,3.74,9.23,CASH,Suburb,Downtown
ride_338,2025-11-12 03:08:24,2025-11-12 03:25:24,4,3.46,9.23,CASH,Midtown,Downtown
ride_339,2025-11-12 02:20:24,2025-11-12 02:55:24,2,6.25,10.91,CARD,Uptown,Downtown
ride_340,2025-11-12 03:26:24,2025-11-12 04:12:24,1,12.28,24.63,CARD,Uptown,Downtown
ride_341,2025-11-12 02:30:24,2025-11-12 02:38:24,2,8.06,13.46,CARD,Suburb,Downtown
ride_342,2025-11-12 02:19:24,2025-11-12 02:50:24,4,0.2,3.0,CARD,Uptown,Airport
ride_343,2025-11-12 02:30:24,2025-11-12 02:37:24,2,1.39,3.91,CASH,Suburb,Downtown
ride_344,2025-11-12 03:25:24,2025-11-12 03:48:24,2,5.61,10.43,CASH,Downtown,Suburb
ride_345,2025-11-12 03:52:24,2025-11-12 04:46:24,1,10.77,24.48,CARD,Airport,Uptown
ride_346,2025-11-12 03:53:24,2025-11-12 04:41:24,4,1.46,4.16,CARD,Suburb,Airport
ride_347,2025-11-12 03:11:24,2025-11-12 03:35:24,3,4.85,11.69,CARD,Airport,Airport
ride_348,2025-11-12 01:58:24,2025-11-12 02:07:24,1,4.49,11.51,CARD,Airport,Midtown
ride_349,2025-11-12 02:44:24,2025-11-12 03:31:24,4,3.84,7.29,CASH,Airport,Uptown
ride_350,2025-11-12 03:09:24,2025-11-12 03:22:24,4,5.91,11.32,CARD,Airport,Uptown
ride_351,2025-11-12 03:15:24,2025-11-12 03:53:24,3,3.72,8.18,CARD,Uptown,Midtown
ride_352,2025-11-12 03:15:24,2025-11-12 04:08:24,4,8.88,16.66,CASH,Downtown,Downtown
ride_353,2025-11-12 03:09:24,2025-11-12 03:54:24,4,7.35,18.56,CASH,Airport,Downtown
ride_354,2025-11-12 02:50:24,2025-11-12 03:30:24,4,5.66,15.12,CARD,Uptown,Airport
ride_355,2025-11-12 02:47:24,2025-11-12 03:06:24,2,1.53,3.9,CARD,Suburb,Midtown
ride_356,2025-11-12 03:33:24,2025-11-12 04:27:24,3,0.2,3.0,CASH,Uptown,Uptown
ride_357,2025-11-12 03:56:24,2025-11-12 04:32:24,2,2.11,5.06,CARD,Downtown,Suburb
ride_358,2025-11-12 03:44:24,2025-11-12 04:29:24,4,9.95,16.33,CASH,Airport,Midtown
ride_359,2025-11-12 03:50:24,2025-11-12 04:43:24,4,4.68,7.88,CARD,Midtown,Airport
ride_360,2025-11-12 03:26:24,2025-11-12 04:12:24,3,4.84,9.48,CARD,Midtown,Suburb
ride_361,2025-11-12 02:42:24,2025-11-12 03:37:24,4,11.89,30.62,CARD,Midtown,Airport
ride_362,2025-11-12 02:27:24,2025-11-12 02:48:24,3,2.39,4.88,CARD,Airport,Uptown
ride_363,2025-11-12 02:32:24,2025-11-12 02:52:24,3,5.83,16.18,CARD,Suburb,Midtown
ride_364,2025-11-12 03:07:24,2025-11-12 03:26:24,2,4.27,10.75,CASH,Suburb,Airport
ride_365,2025-11-12 02:03:24,2025-11-12 02:19:24,3,0.76,3.0,CARD,Uptown,Uptown
ride_366,2025-11-12 03:53:24,2025-11-12 04:48:24,4,3.11,6.23,CASH,Midtown,Uptown
ride_367,2025-11-12 03:07:24,2025-11-12 03:13:24,3,9.37,22.64,CARD,Midtown,Downtown
ride_368,2025-11-12 03:16:24,2025-11-12 03:57:24,2,7.35,12.95,CARD,Downtown,Uptown
ride_369,2025-11-12 03:04:24,2025-11-12 03:27:24,3,9.44,24.93,CARD,Airport,Downtown
ride_370,2025-11-12 02:25:24,2025-11-12 02:54:24,4,2.06,3.43,CARD,Airport,Suburb
ride_371,2025-11-12 02:51:24,2025-11-12 03:13:24,2,7.63,18.33,CASH,Suburb,Uptown
ride_372,2025-11-12 03:57:24,2025-11-12 04:24:24,2,1.95,6.65,CARD,Midtown,Airport
ride_373,2025-11-12 02:26:24,2025-11-12 02:36:24,4,3.15,6.2,CASH,Midtown,Midtown
ride_374,2025-11-12 02:38:24,2025-11-12 03:06:24,2,6.83,18.54,CARD,Suburb,Airport
ride_375,2025-11-12 03:26:24,2025-11-12 03:38:24,4,2.96,9.45,CARD,Airport,Downtown
ride_376,2025-11-12 02:19:24,2025-11-12 02:29:24,4,6.9,13.78,CARD,Airport,Suburb
ride_377,2025-11-12 02:09:24,2025-11-12 02:50:24,4,2.05,5.42,CARD,Downtown,Airport
ride_378,2025-11-12 03:11:24,2025-11-12 03:17:24,2,5.51,11.79,CARD,Airport,Downtown
ride_379,2025-11-12 03:46:24,2025-11-12 03:56:24,2,4.12,9.97,CARD,Uptown,Downtown
ride_380,2025-11-12 02:32:24,2025-11-12 02:41:24,3,0.2,3.0,CARD,Airport,Suburb
ride_381,2025-11-12 03:10:24,2025-11-12 03:31:24,2,3.93,11.28,CARD,Downtown,Uptown
ride_382,2025-11-12 03:04:24,2025-11-12 03:56:24,1,7.64,16.05,CARD,Midtown,Airport
ride_383,2025-11-12 02:30:24,2025-11-12 02:52:24,1,4.11,10.25,CARD,Airport,Uptown
ride_384,2025-11-12 02:44:24,2025-11-12 03:16:24,3,2.95,6.57,CASH,Midtown,Suburb
ride_385,2025-11-12 02:14:24,2025-11-12 02:33:24,2,2.56,8.13,CARD,Uptown,Midtown
ride_386,2025-11-12 02:25:24,2025-11-12 02:33:24,4,3.94,7.77,CARD,Midtown,Uptown
ride_387,2025-11-12 02:38:24,2025-11-12 03:22:24,3,10.18,25.72,CARD,Suburb,Airport
ride_388,2025-11-12 03:52:24,2025-11-12 04:43:24,4,8.9,14.53,CARD,Midtown,Airport
ride_389,2025-11-12 02:55:24,2025-11-12 03:08:24,2,2.95,7.75,CARD,Midtown,Suburb
ride_390,2025-11-12 02:37:24,2025-11-12 02:53:24,1,3.98,10.2,CASH,Midtown,Suburb
ride_391,2025-11-12 02:44:24,2025-11-12 03:16:24,3,10.1,16.98,CARD,Midtown,Suburb
ride_392,2025-11-12 03:13:24,2025-11-12 04:03:24,1,9.63,25.38,CASH,Airport,Uptown
ride_393,2025-11-12 02:32:24,2025-11-12 02:40:24,3,1.45,4.97,CARD,Uptown,Downtown
ride_394,2025-11-12 03:51:24,2025-11-12 04:05:24,3,3.31,9.42,CARD,Uptown,Airport
ride_395,2025-11-12 03:29:24,2025-11-12 03:55:24,3,2.65,6.86,CARD,Downtown,Midtown
ride_396,2025-11-12 03:37:24,2025-11-12 03:57:24,1,6.55,17.67,CASH,Midtown,Airport
ride_397,2025-11-12 02:45:24,2025-11-12 03:36:24,2,6.11,12.03,CARD,Downtown,Suburb
ride_398,2025-11-12 02:40:24,2025-11-12 03:19:24,3,8.37,14.98,CARD,Midtown,Suburb
ride_399,2025-11-12 02:54:24,2025-11-12 03:08:24,1,0.2,3.0,CARD,Uptown,Downtown
ride_400,2025-11-12 02:07:24,2025-11-12 02:36:24,1,7.15,12.42,CASH,Uptown,Midtown
ride_401,2025-11-12 03:29:24,2025-11-12 04:05:24,1,5.19,12.15,CARD,Midtown,Uptown
ride_402,2025-11-12 03:46:24,2025-11-12 03:51:24,3,8.42,21.07,CARD,Suburb,Downtown
ride_403,2025-11-12 02:17:24,2025-11-12 03:05:24,1,5.9,12.77,CASH,Midtown,Midtown
ride_404,2025-11-12 02:34:24,2025-11-12 03:22:24,4,0.2,3.0,CARD,Airport,Midtown
ride_405,2025-11-12 03:20:24,2025-11-12 03:46:24,4,9.12,16.98,CARD,Airport,Airport
ride_406,2025-11-12 03:35:24,2025-11-12 04:16:24,1,11.49,22.55,CARD,Uptown,Suburb
ride_407,2025-11-12 03:29:24,2025-11-12 03:50:24,4,0.62,3.0,CARD,Airport,Airport
ride_408,2025-11-12 03:33:24,2025-11-12 03:57:24,4,5.63,12.42,CARD,Downtown,Airport
ride_409,2025-11-12 03:23:24,2025-11-12 03:59:24,4,2.29,5.14,CARD,Airport,Suburb
ride_410,2025-11-12 02:33:24,2025-11-12 02:58:24,2,4.22,8.1,CARD,Suburb,Suburb
ride_411,2025-11-12 02:39:24,2025-11-12 03:16:24,4,10.27,22.97,CASH,Downtown,Airport
ride_412,2025-11-12 03:41:24,2025-11-12 04:20:24,4,5.31,10.72,CARD,Suburb,Midtown
ride_413,2025-11-12 02:45:24,2025-11-12 03:38:24,3,5.14,9.41,CASH,Airport,Midtown
ride_414,2025-11-12 03:10:24,2025-11-12 03:46:24,4,3.27,8.61,CARD,Downtown,Downtown
ride_415,2025-11-12 02:25:24,2025-11-12 02:37:24,1,3.8,9.1,CASH,Midtown,Airport
ride_416,2025-11-12 02:30:24,2025-11-12 03:25:24,4,10.9,18.7,CASH,Downtown,Downtown
ride_417,2025-11-12 02:40:24,2025-11-12 02:46:24,2,5.95,10.32,CASH,Uptown,Airport
ride_418,2025-11-12 02:51:24,2025-11-12 03:22:24,4,2.38,4.01,CASH,Uptown,Suburb
ride_419,2025-11-12 03:51:24,2025-11-12 04:21:24,4,10.15,18.25,CARD,Midtown,Midtown
ride_420,2025-11-12 03:23:24,2025-11-12 04:02:24,2,9.41,17.29,CARD,Airport,Uptown
ride_421,2025-11-12 02:51:24,2025-11-12 03:33:24,2,4.91,13.89,CARD,Uptown,Uptown
ride_422,2025-11-12 03:40:24,2025-11-12 03:49:24,2,2.87,6.61,CARD,Uptown,Suburb
ride_423,2025-11-12 02:00:24,2025-11-12 02:29:24,3,3.89,10.14,CARD,Downtown,Uptown
ride_424,2025-11-12 02:48:24,2025-11-12 03:00:24,2,7.73,19.32,CARD,Midtown,Downtown
ride_425,2025-11-12 02:08:24,2025-11-12 02:22:24,1,5.03,11.04,CARD,Downtown,Uptown
ride_426,2025-11-12 02:09:24,2025-11-12 02:26:24,4,4.65,9.52,CARD,Airport,Uptown
ride_427,2025-11-12 02:37:24,2025-11-12 03:26:24,3,8.34,18.46,CARD,Downtown,Suburb
ride_428,2025-11-12 03:42:24,2025-11-12 04:32:24,1,2.9,8.25,CARD,Airport,Airport
ride_429,2025-11-12 02:09:24,2025-11-12 02:36:24,4,5.23,13.6,CASH,Airport,Suburb
ride_430,2025-11-12 03:29:24,2025-11-12 03:41:24,4,1.18,3.0,CARD,Downtown,Airport
ride_431,2025-11-12 02:31:24,2025-11-12 03:02:24,1,6.87,14.92,CARD,Uptown,Downtown
ride_432,2025-11-12 02:36:24,2025-11-12 02:57:24,2,5.76,14.04,CARD,Midtown,Uptown
ride_433,2025-11-12 02:51:24,2025-11-12 03:10:24,1,4.53,7.7,CASH,Downtown,Uptown
ride_434,2025-11-12 03:33:24,2025-11-12 03:52:24,2,3.61,7.06,CARD,Midtown,Midtown
ride_435,2025-11-12 03:29:24,2025-11-12 03:55:24,2,10.58,18.45,CARD,Downtown,Airport
ride_436,2025-11-12 03:38:24,2025-11-12 03:43:24,4,0.2,3.0,CARD,Airport,Downtown
ride_437,2025-11-12 03:56:24,2025-11-12 04:47:24,4,7.0,17.89,CARD,Midtown,Uptown
ride_438,2025-11-12 03:11:24,2025-11-12 03:57:24,4,8.39,20.56,CARD,Uptown,Airport
ride_439,2025-11-12 03:22:24,2025-11-12 04:16:24,1,8.16,19.36,CARD,Airport,Midtown
ride_440,2025-11-12 02:55:24,2025-11-12 03:11:24,1,1.28,3.61,CASH,Airport,Suburb
ride_441,2025-11-12 02:11:24,2025-11-12 02:40:24,3,9.06,18.66,CASH,Airport,Midtown
ride_442,2025-11-12 02:37:24,2025-11-12 03:02:24,1,2.9,7.12,CARD,Downtown,Uptown
ride_443,2025-11-12 02:18:24,2025-11-12 02:31:24,2,4.18,11.6,CASH,Midtown,Airport
ride_444,2025-11-12 03:06:24,2025-11-12 03:49:24,4,3.94,7.72,CARD,Uptown,Downtown
ride_445,2025-11-12 02:00:24,2025-11-12 02:49:24,3,10.7,26.87,CARD,Downtown,Suburb
ride_446,2025-11-12 02:15:24,2025-11-12 03:04:24,3,2.02,5.84,CASH,Midtown,Midtown
ride_447,2025-11-12 02:49:24,2025-11-12 02:59:24,1,6.21,11.99,CARD,Airport,Suburb
ride_448,2025-11-12 03:29:24,2025-11-12 03:59:24,4,1.19,4.94,CASH,Downtown,Uptown
ride_449,2025-11-12 02:18:24,2025-11-12 02:37:24,4,6.48,14.11,CARD,Uptown,Suburb
ride_450,2025-11-12 02:07:24,2025-11-12 02:26:24,3,9.06,23.08,CASH,Midtown,Suburb
ride_451,2025-11-12 02:24:24,2025-11-12 03:14:24,1,2.92,5.92,CASH,Midtown,Uptown
ride_452,2025-11-12 02:02:24,2025-11-12 02:35:24,2,6.76,14.17,CARD,Suburb,Suburb
ride_453,2025-11-12 03:25:24,2025-11-12 03:53:24,1,4.24,9.4,CASH,Downtown,Downtown
ride_454,2025-11-12 02:10:24,2025-11-12 02:59:24,4,7.78,17.81,CARD,Downtown,Uptown
ride_455,2025-11-12 02:03:24,2025-11-12 02:45:24,2,10.21,18.08,CASH,Suburb,Midtown
ride_456,2025-11-12 03:27:24,2025-11-12 03:32:24,2,5.94,9.99,CARD,Downtown,Downtown
ride_457,2025-11-12 02:34:24,2025-11-12 03:01:24,3,9.39,20.72,CASH,Suburb,Suburb
ride_458,2025-11-12 03:39:24,2025-11-12 04:09:24,2,4.33,9.58,CARD,Airport,Airport
ride_459,2025-11-12 03:01:24,2025-11-12 03:09:24,1,9.22,19.72,CARD,Uptown,Downtown
ride_460,2025-11-12 03:02:24,2025-11-12 03:14:24,3,5.49,11.33,CARD,Uptown,Midtown
ride_461,2025-11-12 03:51:24,2025-11-12 04:45:24,4,5.42,13.32,CARD,Suburb,Airport
ride_462,2025-11-12 03:33:24,2025-11-12 03:42:24,2,3.03,7.36,CARD,Airport,Uptown
ride_463,2025-11-12 02:08:24,2025-11-12 02:36:24,1,2.07,6.85,CARD,Suburb,Downtown
ride_464,2025-11-12 03:09:24,2025-11-12 04:00:24,1,4.26,9.64,CARD,Downtown,Downtown
ride_465,2025-11-12 02:28:24,2025-11-12 02:59:24,4,7.18,19.91,CASH,Suburb,Downtown
ride_466,2025-11-12 03:15:24,2025-11-12 03:46:24,2,4.43,12.38,CASH,Downtown,Uptown
ride_467,2025-11-12 03:05:24,2025-11-12 03:10:24,3,2.33,7.83,CARD,Uptown,Uptown
ride_468,2025-11-12 02:45:24,2025-11-12 03:34:24,2,3.46,9.7,CASH,Suburb,Downtown
ride_469,2025-11-12 02:07:24,2025-11-12 02:57:24,3,0.2,3.28,CARD,Midtown,Airport
ride_470,2025-11-12 03:31:24,2025-11-12 03:41:24,3,9.04,16.39,CASH,Airport,Downtown
ride_471,2025-11-12 03:54:24,2025-11-12 04:43:24,4,4.49,10.69,CARD,Downtown,Uptown
ride_472,2025-11-12 02:59:24,2025-11-12 03:49:24,1,1.7,5.48,CASH,Suburb,Midtown
ride_473,2025-11-12 02:07:24,2025-11-12 02:35:24,2,4.47,9.91,CARD,Downtown,Airport
ride_474,2025-11-12 02:22:24,2025-11-12 02:46:24,4,9.06,21.27,CARD,Suburb,Uptown
ride_475,2025-11-12 03:53:24,2025-11-12 04:06:24,4,10.02,21.59,CARD,Midtown,Midtown
ride_476,2025-11-12 03:57:24,2025-11-12 04:38:24,3,0.73,3.92,CARD,Downtown,Airport
ride_477,2025-11-12 02:42:24,2025-11-12 03:18:24,1,2.27,6.35,CASH,Uptown,Airport
ride_478,2025-11-12 03:53:24,2025-11-12 04:00:24,4,10.7,20.72,CARD,Downtown,Downtown
ride_479,2025-11-12 03:20:24,2025-11-12 03:42:24,4,2.85,9.81,CARD,Airport,Suburb
ride_480,2025-11-12 02:40:24,2025-11-12 03:16:24,1,2.19,7.0,CARD,Airport,Midtown
ride_481,2025-11-12 03:55:24,2025-11-12 04:08:24,2,2.98,9.93,CARD,Uptown,Uptown
ride_482,2025-11-12 03:40:24,2025-11-12 04:22:24,1,7.08,20.38,CARD,Downtown,Suburb
ride_483,2025-11-12 03:53:24,2025-11-12 04:12:24,1,1.01,3.38,CARD,Suburb,Suburb
ride_484,2025-11-12 03:10:24,2025-11-12 03:32:24,2,1.99,5.59,CARD,Uptown,Downtown
ride_485,2025-11-12 03:12:24,2025-11-12 03:50:24,2,6.11,9.8,CARD,Uptown,Uptown
ride_486,2025-11-12 02:53:24,2025-11-12 03:24:24,4,6.39,13.22,CASH,Downtown,Suburb
ride_487,2025-11-12 02:34:24,2025-11-12 03:22:24,1,4.47,7.27,CARD,Downtown,Midtown
ride_488,2025-11-12 03:55:24,2025-11-12 04:50:24,2,5.99,14.78,CARD,Uptown,Suburb
ride_489,2025-11-12 02:18:24,2025-11-12 03:11:24,3,6.64,17.3,CASH,Suburb,Downtown
ride_490,2025-11-12 03:03:24,2025-11-12 03:14:24,1,2.47,8.41,CASH,Downtown,Airport
ride_491,2025-11-12 03:52:24,2025-11-12 04:14:24,4,2.29,5.92,CARD,Downtown,Airport
ride_492,2025-11-12 03:35:24,2025-11-12 04:10:24,2,7.12,14.61,CARD,Uptown,Downtown
ride_493,2025-11-12 02:50:24,2025-11-12 03:22:24,2,5.88,12.41,CASH,Uptown,Midtown
ride_494,2025-11-12 02:30:24,2025-11-12 03:00:24,3,5.9,13.05,CARD,Airport,Airport
ride_495,2025-11-12 02:05:24,2025-11-12 03:00:24,4,4.22,11.29,CARD,Downtown,Airport
ride_496,2025-11-12 02:04:24,2025-11-12 02:20:24,1,2.13,6.67,CASH,Airport,Airport
ride_497,2025-11-12 03:27:24,2025-11-12 03:38:24,2,0.2,3.0,CARD,Uptown,Uptown
ride_498,2025-11-12 02:36:24,2025-11-12 02:45:24,3,4.35,10.86,CASH,Downtown,Airport
ride_499,2025-11-12 02:31:24,2025-11-12 03:23:24,3,5.33,10.86,CARD,Uptown,Airport
ride_500,2025-11-12 02:12:24,2025-11-12 02:44:24,4,7.13,18.89,CASH,Suburb,Midtown
ride_501,2025-11-12 02:06:24,2025-11-12 02:35:24,4,4.14,10.12,CARD,Midtown,Uptown
ride_502,2025-11-12 03:09:24,2025-11-12 04:02:24,3,6.12,16.23,CARD,Airport,Downtown
ride_503,2025-11-12 03:48:24,2025-11-12 04:14:24,3,4.09,8.77,CARD,Suburb,Downtown
ride_504,2025-11-12 02:36:24,2025-11-12 02:45:24,4,6.92,14.16,CARD,Midtown,Airport
ride_505,2025-11-12 02:49:24,2025-11-12 02:56:24,3,2.67,8.51,CARD,Airport,Uptown
ride_506,2025-11-12 03:23:24,2025-11-12 03:58:24,2,4.57,10.7,CARD,Suburb,Airport
ride_507,2025-11-12 02:14:24,2025-11-12 02:39:24,1,2.81,7.31,CARD,Midtown,Downtown
ride_508,2025-11-12 03:08:24,2025-11-12 03:51:24,2,6.88,19.15,CARD,Downtown,Airport
ride_509,2025-11-12 02:39:24,2025-11-12 03:27:24,1,5.33,9.76,CARD,Downtown,Suburb
ride_510,2025-11-12 03:13:24,2025-11-12 03:51:24,1,8.62,20.66,CARD,Midtown,Airport
ride_511,2025-11-12 03:09:24,2025-11-12 03:14:24,3,5.11,13.6,CARD,Uptown,Uptown
ride_512,2025-11-12 03:05:24,2025-11-12 03:27:24,1,0.54,3.0,CARD,Airport,Airport
ride_513,2025-11-12 03:28:24,2025-11-12 03:54:24,3,6.86,16.71,CARD,Uptown,Midtown
ride_514,2025-11-12 03:09:24,2025-11-12 03:59:24,3,4.53,9.17,CARD,Suburb,Uptown
ride_515,2025-11-12 03:08:24,2025-11-12 03:22:24,4,4.37,12.4,CARD,Midtown,Midtown
ride_516,2025-11-12 02:23:24,2025-11-12 02:43:24,2,10.25,24.35,CARD,Airport,Airport
ride_517,2025-11-12 03:19:24,2025-11-12 03:55:24,4,13.31,31.29,CASH,Uptown,Uptown
ride_518,2025-11-12 03:00:24,2025-11-12 03:37:24,1,4.25,8.71,CASH,Airport,Downtown
ride_519,2025-11-12 02:39:24,2025-11-12 02:57:24,1,6.38,16.11,CASH,Airport,Suburb
ride_520,2025-11-12 01:59:24,2025-11-12 02:40:24,1,1.94,5.74,CARD,Downtown,Downtown
ride_521,2025-11-12 02:57:24,2025-11-12 03:28:24,3,4.95,12.84,CARD,Airport,Midtown
ride_522,2025-11-12 03:27:24,2025-11-12 04:09:24,3,4.28,12.1,CASH,Uptown,Downtown
ride_523,2025-11-12 02:27:24,2025-11-12 02:44:24,4,6.58,14.0,CARD,Airport,Uptown
ride_524,2025-11-12 03:20:24,2025-11-12 03:53:24,1,13.42,32.64,CASH,Midtown,Suburb
ride_525,2025-11-12 02:21:24,2025-11-12 02:56:24,3,3.31,10.02,CARD,Midtown,Midtown
ride_526,2025-11-12 03:54:24,2025-11-12 04:35:24,1,2.69,8.55,CARD,Downtown,Midtown
ride_527,2025-11-12 02:59:24,2025-11-12 03:37:24,4,3.27,5.5,CARD,Downtown,Uptown
ride_528,2025-11-12 02:33:24,2025-11-12 03:04:24,2,7.66,16.23,CARD,Midtown,Airport
ride_529,2025-11-12 03:00:24,2025-11-12 03:50:24,3,0.2,3.0,CARD,Suburb,Uptown
ride_530,2025-11-12 03:36:24,2025-11-12 04:12:24,1,1.39,3.1,CARD,Midtown,Airport
ride_531,2025-11-12 02:27:24,2025-11-12 02:40:24,1,5.91,14.37,CARD,Downtown,Airport
ride_532,2025-11-12 02:57:24,2025-11-12 03:37:24,2,7.44,20.93,CARD,Midtown,Suburb
ride_533,2025-11-12 03:02:24,2025-11-12 03:23:24,3,1.75,5.65,CARD,Suburb,Suburb
ride_534,2025-11-12 03:53:24,2025-11-12 04:44:24,1,3.94,8.99,CARD,Airport,Uptown
ride_535,2025-11-12 02:08:24,2025-11-12 02:26:24,2,4.16,9.95,CASH,Suburb,Downtown
ride_536,2025-11-12 02:28:24,2025-11-12 03:09:24,3,4.24,12.04,CASH,Midtown,Midtown
ride_537,2025-11-12 02:49:24,2025-11-12 02:54:24,2,5.02,11.42,CARD,Downtown,Uptown
ride_538,2025-11-12 03:46:24,2025-11-12 03:53:24,1,3.44,9.08,CARD,Midtown,Airport
ride_539,2025-11-12 02:17:24,2025-11-12 02:27:24,1,4.9,9.15,CARD,Downtown,Downtown
ride_540,2025-11-12 03:00:24,2025-11-12 03:39:24,1,8.44,20.99,CARD,Airport,Uptown
ride_541,2025-11-12 03:06:24,2025-11-12 04:01:24,4,3.72,5.95,CARD,Suburb,Uptown
ride_542,2025-11-12 02:15:24,2025-11-12 02:44:24,2,0.2,3.0,CARD,Suburb,Airport
ride_543,2025-11-12 03:25:24,2025-11-12 03:41:24,3,10.89,18.68,CARD,Uptown,Downtown
ride_544,2025-11-12 02:11:24,2025-11-12 02:22:24,2,0.2,3.0,CASH,Midtown,Suburb
ride_545,2025-11-12 03:10:24,2025-11-12 03:43:24,3,3.19,7.46,CARD,Downtown,Uptown
ride_546,2025-11-12 02:33:24,2025-11-12 03:25:24,2,1.68,4.0,CARD,Uptown,Airport
ride_547,2025-11-12 02:46:24,2025-11-12 03:03:24,2,1.58,3.34,CASH,Airport,Suburb
ride_548,2025-11-12 02:29:24,2025-11-12 03:21:24,4,2.01,5.57,CARD,Downtown,Suburb
ride_549,2025-11-12 03:00:24,2025-11-12 03:05:24,3,4.29,11.32,CARD,Downtown,Suburb
ride_550,2025-11-12 03:00:24,2025-11-12 03:49:24,2,8.82,20.08,CASH,Downtown,Midtown
ride_551,2025-11-12 03:52:24,2025-11-12 04:12:24,1,2.66,6.37,CARD,Midtown,Suburb
ride_552,2025-11-12 03:35:24,2025-11-12 04:20:24,1,7.59,15.89,CARD,Downtown,Airport
ride_553,2025-11-12 03:21:24,2025-11-12 03:35:24,2,7.31,16.74,CASH,Suburb,Suburb
