ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_944,2025-11-12 04:10:18,2025-11-12 04:21:18,4,4.76,10.34,CASH,Suburb,Uptown
ride_945,2025-11-12 04:17:18,2025-11-12 04:25:18,3,2.58,8.53,CARD,Uptown,Uptown
ride_946,2025-11-12 04:22:18,2025-11-12 05:17:18,1,2.42,6.38,CARD,Uptown,Suburb
ride_947,2025-11-12 04:31:18,2025-11-12 04:57:18,1,2.15,4.85,CASH,Midtown,Downtown
ride_948,2025-11-12 04:31:18,2025-11-12 05:24:18,4,10.9,19.22,CARD,Downtown,Airport
ride_949,2025-11-12 04:32:18,2025-11-12 05:20:18,2,6.59,15.95,CARD,Airport,Uptown
ride_950,2025-11-12 04:54:18,2025-11-12 05:01:18,2,7.03,13.01,CASH,Uptown,Midtown
ride_951,2025-11-12 04:07:18,2025-11-12 04:46:18,4,8.12,17.47,CARD,Uptown,Downtown
ride_952,2025-11-12 03:52:18,2025-11-12 04:32:18,1,3.37,5.95,CARD,Airport,Airport
ride_953,2025-11-12 03:16:18,2025-11-12 04:07:18,4,5.92,11.81,CASH,Midtown,Midtown
ride_954,2025-11-12 03:21:18,2025-11-12 03:31:18,1,8.99,20.43,CASH,Downtown,Downtown
ride_955,2025-11-12 04:59:18,2025-11-12 05:49:18,1,3.61,8.96,CARD,Uptown,Suburb
ride_956,2025-11-12 03:43:18,2025-11-12 04:18:18,4,3.1,7.89,CARD,Suburb,Suburb
ride_957,2025-11-12 03:38:18,2025-11-12 04:32:18,4,1.83,6.95,CARD,Airport,Airport
ride_958,2025-11-12 04:47:18,2025-11-12 05:27:18,3,0.8,3.0,CARD,Uptown,Midtown
ride_959,2025-11-12 04:33:18,2025-11-12 05:15:18,3,9.76,20.82,CASH,Downtown,Midtown
ride_960,2025-11-12 04:42:18,2025-11-12 05:11:18,1,2.54,6.21,CARD,Midtown,Downtown
ride_961,2025-11-12 04:01:18,2025-11-12 04:34:18,3,5.73,13.32,CARD,Uptown,Uptown
ride_962,2025-11-12 04:17:18,2025-11-12 04:43:18,2,7.94,20.17,CASH,Downtown,Uptown
ride_963,2025-11-12 04:19:18,2025-11-12 04:34:18,4,6.54,17.93,CARD,Midtown,Uptown
ride_964,2025-11-12 04:22:18,2025-11-12 04:29:18,3,2.59,6.25,CASH,Midtown,Midtown
ride_965,2025-11-12 04:38:18,2025-11-12 04:51:18,4,7.72,15.04,CARD,Suburb,Midtown
ride_966,2025-11-12 04:43:18,2025-11-12 05:13:18,3,8.17,17.62,CASH,Airport,Suburb
ride_967,2025-11-12 03:24:18,2025-11-12 04:14:18,3,0.79,4.11,CARD,Suburb,Midtown
ride_968,2025-11-12 03:03:18,2025-11-12 03:11:18,3,1.32,4.26,CARD,Airport,Airport
ride_969,2025-11-12 03:08:18,2025-11-12 03:51:18,2,7.52,15.55,CARD,Midtown,Airport
ride_970,2025-11-12 04:15:18,2025-11-12 04:59:18,3,5.85,11.95,CARD,Downtown,Downtown
ride_971,2025-11-12 03:52:18,2025-11-12 04:31:18,4,7.36,11.67,CARD,Uptown,Midtown
ride_972,2025-11-12 04:28:18,2025-11-12 04:47:18,3,6.66,16.35,CARD,Midtown,Uptown
ride_973,2025-11-12 04:32:18,2025-11-12 04:47:18,1,1.09,5.16,CARD,Midtown,Midtown
ride_974,2025-11-12 03:44:18,2025-11-12 03:55:18,2,3.19,7.09,CASH,Uptown,Suburb
ride_975,2025-11-12 03:42:18,2025-11-12 04:33:18,1,3.8,9.69,CASH,Downtown,Airport
ride_976,2025-11-12 03:24:18,2025-11-12 03:37:18,4,7.87,16.38,CARD,Airport,Airport
ride_977,2025-11-12 03:16:18,2025-11-12 03:35:18,4,2.96,8.32,CARD,Downtown,Airport
ride_978,2025-11-12 04:25:18,2025-11-12 05:10:18,2,8.35,16.76,CASH,Suburb,Suburb
ride_979,2025-11-12 04:28:18,2025-11-12 04:36:18,3,3.52,8.25,CARD,Airport,Uptown
ride_980,2025-11-12 04:46:18,2025-11-12 05:06:18,2,0.4,3.0,CASH,Uptown,Suburb
ride_981,2025-11-12 03:48:18,2025-11-12 04:30:18,4,4.5,9.8,CASH,Suburb,Uptown
ride_982,2025-11-12 03:59:18,2025-11-12 04:53:18,2,7.63,16.65,CASH,Airport,Uptown
ride_983,2025-11-12 03:23:18,2025-11-12 03:40:18,3,0.2,3.35,CARD,Airport,Downtown
ride_984,2025-11-12 04:52:18,2025-11-12 05:44:18,3,5.72,10.17,CARD,Suburb,Uptown
ride_985,2025-11-12 03:14:18,2025-11-12 03:52:18,4,5.75,8.8,CASH,Suburb,Downtown
ride_986,2025-11-12 04:29:18,2025-11-12 04:55:18,3,9.94,22.29,CASH,Airport,Airport
ride_987,2025-11-12 03:28:18,2025-11-12 03:35:18,1,4.91,11.34,CARD,Uptown,Airport
ride_988,2025-11-12 03:16:18,2025-11-12 03:26:18,1,3.26,8.18,CASH,Downtown,Midtown
ride_989,2025-11-12 03:29:18,2025-11-12 03:59:18,3,2.27,5.86,CARD,Uptown,Uptown
ride_990,2025-11-12 04:01:18,2025-11-12 04:37:18,2,3.91,10.94,CARD,Airport,Uptown
ride_991,2025-11-12 04:56:18,2025-11-12 05:30:18,1,2.46,8.26,CARD,Midtown,Downtown
ride_992,2025-11-12 03:04:18,2025-11-12 03:29:18,4,8.76,21.8,CARD,Uptown,Uptown
ride_993,2025-11-12 04:40:18,2025-11-12 05:17:18,3,3.2,6.88,CARD,Airport,Suburb
ride_994,2025-11-12 04:36:18,2025-11-12 05:12:18,3,6.04,13.61,CARD,Downtown,Uptown
ride_995,2025-11-12 03:43:18,2025-11-12 04:16:18,1,4.4,13.26,CARD,Downtown,Uptown
ride_996,2025-11-12 03:03:18,2025-11-12 03:48:18,4,6.22,15.13,CARD,Uptown,Midtown
ride_997,2025-11-12 03:29:18,2025-11-12 03:54:18,3,7.83,14.53,CARD,Suburb,Downtown
ride_998,2025-11-12 04:08:18,2025-11-12 04:43:18,2,6.23,10.62,CARD,Airport,Airport
ride_999,2025-11-12 04:39:18,2025-11-12 04:49:18,3,7.92,13.12,CARD,Airport,Downtown
ride_1000,2025-11-12 04:46:18,2025-11-12 05:26:18,4,1.36,3.97,CASH,Airport,Midtown
ride_1001,2025-11-12 04:18:18,2025-11-12 04:29:18,1,0.88,3.0,CARD,Midtown,Midtown
ride_1002,2025-11-12 03:49:18,2025-11-12 04:40:18,1,1.32,5.13,CARD,Suburb,Airport
ride_1003,2025-11-12 03:45:18,2025-11-12 04:01:18,4,8.79,15.95,CARD,Midtown,Airport
ride_1004,2025-11-12 04:45:18,2025-11-12 04:58:18,2,4.8,11.16,CARD,Airport,Downtown
ride_1005,2025-11-12 04:37:18,2025-11-12 05:29:18,1,9.85,21.7,CARD,Suburb,Airport
ride_1006,2025-11-12 04:43:18,2025-11-12 05:27:18,1,2.18,4.27,CARD,Airport,Midtown
ride_1007,2025-11-12 03:06:18,2025-11-12 03:25:18,3,2.46,7.82,CARD,Airport,Suburb
ride_1008,2025-11-12 04:24:18,2025-11-12 04:53:18,2,4.76,13.59,CASH,Airport,Uptown
ride_1009,2025-11-12 04:58:18,2025-11-12 05:36:18,3,6.15,13.39,CASH,Midtown,Airport
ride_1010,2025-11-12 03:04:18,2025-11-12 03:28:18,2,7.89,15.56,CARD,Uptown,Uptown
ride_1011,2025-11-12 04:41:18,2025-11-12 05:02:18,2,5.1,12.6,CARD,Airport,Airport
ride_1012,2025-11-12 04:05:18,2025-11-12 04:49:18,3,8.44,17.17,CARD,Suburb,Suburb
ride_1013,2025-11-12 04:37:18,2025-11-12 05:06:18,4,5.13,12.94,CASH,Uptown,Downtown
ride_1014,2025-11-12 03:13:18,2025-11-12 03:24:18,3,3.34,10.14,CARD,Midtown,Downtown
ride_1015,2025-11-12 03:24:18,2025-11-12 03:55:18,4,0.39,3.04,CARD,Airport,Midtown
ride_1016,2025-11-12 03:41:18,2025-11-12 03:59:18,2,9.96,25.75,CARD,Midtown,Midtown
ride_1017,2025-11-12 03:14:18,2025-11-12 04:02:18,3,4.52,13.29,CARD,Midtown,Airport
ride_1018,2025-11-12 03:28:18,2025-11-12 04:09:18,4,6.44,16.02,CARD,Airport,Suburb
ride_1019,2025-11-12 03:57:18,2025-11-12 04:08:18,3,8.91,15.44,CARD,Airport,Uptown
ride_1020,2025-11-12 03:59:18,2025-11-12 04:43:18,3,7.42,16.89,CASH,Suburb,Suburb
ride_1021,2025-11-12 04:38:18,2025-11-12 05:33:18,2,6.6,14.45,CARD,Downtown,Suburb
ride_1022,2025-11-12 04:13:18,2025-11-12 04:37:18,1,5.33,11.7,CARD,Uptown,Downtown
ride_1023,2025-11-12 02:59:18,2025-11-12 03:43:18,2,7.43,13.21,CASH,Midtown,Midtown
ride_1024,2025-11-12 03:35:18,2025-11-12 04:14:18,1,1.43,6.06,CARD,Downtown,Uptown
ride_1025,2025-11-12 04:01:18,2025-11-12 04:31:18,3,6.35,15.02,CARD,Uptown,Midtown
ride_1026,2025-11-12 04:11:18,2025-11-12 04:17:18,1,4.19,10.56,CARD,Downtown,Downtown
ride_1027,2025-11-12 03:32:18,2025-11-12 04:05:18,3,4.4,11.35,CASH,Suburb,Suburb
ride_1028,2025-11-12 03:49:18,2025-11-12 04:19:18,2,2.87,6.98,CASH,Downtown,Midtown
ride_1029,2025-11-12 04:49:18,2025-11-12 05:17:18,2,2.78,6.61,CARD,Suburb,Suburb
ride_1030,2025-11-12 03:45:18,2025-11-12 04:04:18,2,5.57,14.22,CARD,Downtown,Airport
ride_1031,2025-11-12 03:44:18,2025-11-12 04:09:18,2,10.54,27.94,CARD,Uptown,Uptown
ride_1032,2025-11-12 04:01:18,2025-11-12 04:27:18,2,7.16,18.54,CARD,Suburb,Uptown
ride_1033,2025-11-12 04:49:18,2025-11-12 05:14:18,3,9.08,19.23,CARD,Airport,Downtown
ride_1034,2025-11-12 04:18:18,2025-11-12 05:03:18,1,4.23,9.27,CARD,Uptown,Midtown
ride_1035,2025-11-12 04:29:18,2025-11-12 05:20:18,3,4.07,10.5,CARD,Uptown,Downtown
ride_1036,2025-11-12 04:44:18,2025-11-12 05:10:18,4,2.1,6.86,CARD,Uptown,Airport
ride_1037,2025-11-12 03:47:18,2025-11-12 04:16:18,3,5.88,12.26,CARD,Suburb,Downtown
ride_1038,2025-11-12 03:18:18,2025-11-12 03:56:18,3,1.17,5.25,CASH,Uptown,Midtown
ride_1039,2025-11-12 03:46:18,2025-11-12 04:07:18,4,1.29,5.14,CARD,Uptown,Suburb
ride_1040,2025-11-12 03:14:18,2025-11-12 04:08:18,3,2.32,4.16,CARD,Downtown,Downtown
ride_1041,2025-11-12 03:15:18,2025-11-12 04:04:18,4,8.18,16.68,CARD,Midtown,Suburb
ride_1042,2025-11-12 03:26:18,2025-11-12 03:59:18,3,9.78,16.05,CASH,Uptown,Uptown
ride_1043,2025-11-12 03:37:18,2025-11-12 04:28:18,3,7.55,11.7,CARD,Midtown,Uptown
ride_1044,2025-11-12 03:09:18,2025-11-12 04:01:18,4,8.02,18.22,CASH,Midtown,Midtown
ride_1045,2025-11-12 03:47:18,2025-11-12 04:09:18,3,7.51,14.91,CARD,Downtown,Airport
ride_1046,2025-11-12 04:34:18,2025-11-12 05:24:18,2,7.02,16.35,CASH,Downtown,Uptown
ride_1047,2025-11-12 04:53:18,2025-11-12 05:42:18,4,5.85,16.04,CARD,Suburb,Downtown
ride_1048,2025-11-12 03:37:18,2025-11-12 03:53:18,3,8.43,15.17,CARD,Midtown,Downtown
ride_1049,2025-11-12 03:08:18,2025-11-12 03:46:18,4,4.5,8.6,CARD,Suburb,Midtown
ride_1050,2025-11-12 04:28:18,2025-11-12 05:07:18,4,9.18,22.56,CARD,Airport,Suburb
ride_1051,2025-11-12 04:06:18,2025-11-12 04:34:18,3,2.68,5.82,CARD,Downtown,Midtown
ride_1052,2025-11-12 04:10:18,2025-11-12 04:52:18,3,4.66,13.06,CASH,Midtown,Uptown
ride_1053,2025-11-12 04:36:18,2025-11-12 05:00:18,1,3.91,8.51,CARD,Midtown,Suburb
ride_1054,2025-11-12 03:06:18,2025-11-12 03:19:18,2,2.12,4.08,CARD,Downtown,Midtown
ride_1055,2025-11-12 04:59:18,2025-11-12 05:42:18,1,8.68,20.77,CASH,Midtown,Uptown
ride_1056,2025-11-12 03:20:18,2025-11-12 03:40:18,1,6.18,12.1,CASH,Uptown,Uptown
ride_1057,2025-11-12 04:58:18,2025-11-12 05:43:18,3,3.62,10.26,CARD,Downtown,Uptown
ride_1058,2025-11-12 04:56:18,2025-11-12 05:01:18,1,6.76,16.14,CARD,Airport,Downtown
ride_1059,2025-11-12 04:19:18,2025-11-12 04:49:18,2,6.78,15.76,CARD,Downtown,Downtown
ride_1060,2025-11-12 04:05:18,2025-11-12 04:33:18,4,9.12,14.69,CARD,Uptown,Downtown
ride_1061,2025-11-12 04:19:18,2025-11-12 04:42:18,2,4.98,13.38,CARD,Midtown,Midtown
ride_1062,2025-11-12 04:09:18,2025-11-12 04:53:18,4,9.13,21.42,CASH,Airport,Downtown
ride_1063,2025-11-12 03:24:18,2025-11-12 03:46:18,2,0.2,3.0,CARD,Airport,Airport
ride_1064,2025-11-12 04:09:18,2025-11-12 04:23:18,4,10.1,21.82,CASH,Uptown,Downtown
ride_1065,2025-11-12 03:55:18,2025-11-12 04:31:18,2,2.95,7.57,CARD,Downtown,Downtown
ride_1066,2025-11-12 03:49:18,2025-11-12 04:15:18,2,6.52,14.3,CASH,Midtown,Downtown
ride_1067,2025-11-12 04:12:18,2025-11-12 04:50:18,4,8.99,22.64,CARD,Airport,Suburb
ride_1068,2025-11-12 04:45:18,2025-11-12 04:59:18,1,8.56,19.49,CARD,Uptown,Uptown
ride_1069,2025-11-12 04:55:18,2025-11-12 05:17:18,4,4.68,13.88,CARD,Suburb,Downtown
ride_1070,2025-11-12 03:59:18,2025-11-12 04:05:18,3,2.52,7.43,CARD,Downtown,Midtown
ride_1071,2025-11-12 03:39:18,2025-11-12 04:26:18,3,3.83,7.51,CASH,Downtown,Uptown
ride_1072,2025-11-12 03:16:18,2025-11-12 03:40:18,4,2.93,8.38,CASH,Airport,Downtown
ride_1073,2025-11-12 03:58:18,2025-11-12 04:33:18,4,1.75,5.63,CARD,Midtown,Uptown
ride_1074,2025-11-12 04:10:18,2025-11-12 04:36:18,3,4.72,13.84,CASH,Airport,Downtown
ride_1075,2025-11-12 03:39:18,2025-11-12 03:52:18,4,4.3,9.8,CASH,Suburb,Uptown
ride_1076,2025-11-12 04:53:18,2025-11-12 05:06:18,2,3.48,7.78,CARD,Midtown,Midtown
ride_1077,2025-11-12 04:02:18,2025-11-12 04:40:18,1,1.38,3.48,CASH,Downtown,Airport
ride_1078,2025-11-12 03:45:18,2025-11-12 04:33:18,3,6.15,10.53,CASH,Uptown,Midtown
ride_1079,2025-11-12 03:16:18,2025-11-12 03:28:18,4,4.14,9.42,CARD,Midtown,Midtown
ride_1080,2025-11-12 04:26:18,2025-11-12 04:40:18,2,0.5,3.64,CASH,Airport,Airport
ride_1081,2025-11-12 03:28:18,2025-11-12 03:59:18,2,2.68,4.81,CASH,Downtown,Uptown
ride_1082,2025-11-12 03:52:18,2025-11-12 04:23:18,2,1.01,3.47,CARD,Downtown,Suburb
ride_1083,2025-11-12 04:19:18,2025-11-12 05:07:18,2,7.07,17.58,CARD,Suburb,Downtown
ride_1084,2025-11-12 03:09:18,2025-11-12 03:25:18,4,7.68,12.34,CASH,Midtown,Airport
ride_1085,2025-11-12 04:16:18,2025-11-12 04:38:18,3,6.26,13.92,CASH,Airport,Airport
ride_1086,2025-11-12 02:59:18,2025-11-12 03:25:18,2,3.45,7.75,CARD,Suburb,Midtown
ride_1087,2025-11-12 04:37:18,2025-11-12 05:03:18,2,0.2,3.0,CARD,Airport,Midtown
ride_1088,2025-11-12 04:29:18,2025-11-12 04:37:18,3,7.88,16.1,CARD,Airport,Airport
ride_1089,2025-11-12 03:57:18,2025-11-12 04:38:18,3,3.84,9.89,CARD,Uptown,Uptown
ride_1090,2025-11-12 04:44:18,2025-11-12 05:01:18,3,1.2,4.92,CASH,Airport,Midtown
ride_1091,2025-11-12 04:57:18,2025-11-12 05:37:18,1,5.48,10.0,CARD,Midtown,Airport
ride_1092,2025-11-12 04:01:18,2025-11-12 04:40:18,1,4.64,12.51,CARD,Midtown,Suburb
ride_1093,2025-11-12 03:19:18,2025-11-12 03:47:18,1,3.54,7.41,CARD,Airport,Midtown
ride_1094,2025-11-12 04:22:18,2025-11-12 04:27:18,1,3.3,10.92,CARD,Airport,Uptown
ride_1095,2025-11-12 03:07:18,2025-11-12 03:35:18,2,1.24,5.2,CARD,Airport,Midtown
ride_1096,2025-11-12 03:28:18,2025-11-12 03:53:18,2,3.75,9.62,CARD,Uptown,Downtown
ride_1097,2025-11-12 04:45:18,2025-11-12 04:55:18,3,2.76,8.96,CARD,Airport,Uptown
ride_1098,2025-11-12 03:19:18,2025-11-12 03:24:18,3,4.49,12.51,CARD,Suburb,Suburb
ride_1099,2025-11-12 03:34:18,2025-11-12 03:45:18,3,5.4,13.93,CARD,Suburb,Downtown
ride_1100,2025-11-12 04:15:18,2025-11-12 04:37:18,4,8.11,22.28,CARD,Suburb,Downtown
ride_1101,2025-11-12 04:04:18,2025-11-12 04:42:18,1,3.19,6.05,CARD,Airport,Uptown
ride_1102,2025-11-12 03:55:18,2025-11-12 04:22:18,3,7.92,16.88,CARD,Midtown,Suburb
ride_1103,2025-11-12 04:23:18,2025-11-12 04:45:18,3,3.08,6.99,CARD,Uptown,Suburb
ride_1104,2025-11-12 03:52:18,2025-11-12 04:00:18,1,0.2,3.0,CARD,Midtown,Suburb
ride_1105,2025-11-12 04:11:18,2025-11-12 04:17:18,2,7.61,16.66,CASH,Airport,Downtown
ride_1106,2025-11-12 04:35:18,2025-11-12 05:07:18,4,3.74,8.58,CASH,Suburb,Suburb
ride_1107,2025-11-12 04:53:18,2025-11-12 05:25:18,4,4.05,10.51,CASH,Downtown,Suburb
ride_1108,2025-11-12 04:06:18,2025-11-12 04:13:18,2,2.72,5.08,CARD,Downtown,Uptown
ride_1109,2025-11-12 03:07:18,2025-11-12 03:20:18,4,6.47,18.58,CARD,Uptown,Midtown
ride_1110,2025-11-12 04:21:18,2025-11-12 05:16:18,4,9.32,21.49,CARD,Uptown,Downtown
ride_1111,2025-11-12 03:03:18,2025-11-12 03:33:18,3,9.22,18.87,CASH,Airport,Airport
ride_1112,2025-11-12 03:20:18,2025-11-12 03:27:18,4,4.6,9.14,CARD,Uptown,Uptown
ride_1113,2025-11-12 04:48:18,2025-11-12 05:26:18,3,8.0,14.94,CARD,Airport,Uptown
ride_1114,2025-11-12 03:20:18,2025-11-12 03:51:18,1,7.28,19.09,CARD,Airport,Downtown
ride_1115,2025-11-12 04:17:18,2025-11-12 04:56:18,3,6.83,12.62,CARD,Uptown,Midtown
ride_1116,2025-11-12 04:18:18,2025-11-12 05:01:18,3,7.34,17.8,CARD,Downtown,Downtown
ride_1117,2025-11-12 03:29:18,2025-11-12 03:41:18,1,3.22,8.49,CARD,Suburb,Airport
ride_1118,2025-11-12 03:42:18,2025-11-12 04:15:18,2,7.65,19.12,CARD,Airport,Midtown
ride_1119,2025-11-12 04:59:18,2025-11-12 05:54:18,3,5.0,11.22,CARD,Downtown,Uptown
ride_1120,2025-11-12 02:59:18,2025-11-12 03:23:18,4,6.58,12.13,CARD,Suburb,Downtown
ride_1121,2025-11-12 04:46:18,2025-11-12 04:55:18,1,1.21,4.4,CARD,Uptown,Uptown
ride_1122,2025-11-12 04:36:18,2025-11-12 05:05:18,1,5.06,14.57,CARD,Midtown,Midtown
ride_1123,2025-11-12 03:37:18,2025-11-12 03:44:18,3,9.99,26.08,CASH,Airport,Downtown
ride_1124,2025-11-12 04:04:18,2025-11-12 04:34:18,3,2.0,4.61,CARD,Uptown,Airport
ride_1125,2025-11-12 04:31:18,2025-11-12 05:17:18,4,8.32,17.38,CASH,Midtown,Midtown
ride_1126,2025-11-12 03:44:18,2025-11-12 04:29:18,1,7.36,20.05,CARD,Midtown,Airport
ride_1127,2025-11-12 03:11:18,2025-11-12 04:01:18,3,7.36,12.31,CARD,Uptown,Midtown
ride_1128,2025-11-12 04:41:18,2025-11-12 05:29:18,4,0.2,3.0,CARD,Airport,Downtown
ride_1129,2025-11-12 03:14:18,2025-11-12 03:49:18,2,7.58,15.01,CASH,Uptown,Suburb
ride_1130,2025-11-12 03:52:18,2025-11-12 04:21:18,2,6.46,13.35,CARD,Downtown,Uptown
ride_1131,2025-11-12 04:22:18,2025-11-12 04:41:18,2,8.11,16.0,CASH,Airport,Midtown
ride_1132,2025-11-12 03:42:18,2025-11-12 04:15:18,1,0.29,3.0,CASH,Suburb,Downtown
ride_1133,2025-11-12 04:51:18,2025-11-12 05:11:18,1,8.97,21.3,CARD,Downtown,Downtown
ride_1134,2025-11-12 03:13:18,2025-11-12 03:32:18,1,3.74,5.83,CARD,Downtown,Uptown
ride_1135,2025-11-12 03:19:18,2025-11-12 04:06:18,3,1.86,5.51,CARD,Suburb,Uptown
ride_1136,2025-11-12 03:44:18,2025-11-12 03:59:18,2,4.55,9.0,CARD,Suburb,Airport
ride_1137,2025-11-12 03:42:18,2025-11-12 04:35:18,2,5.82,16.74,CARD,Suburb,Midtown
ride_1138,2025-11-12 04:09:18,2025-11-12 05:03:18,1,10.25,23.19,CARD,Uptown,Uptown
ride_1139,2025-11-12 04:01:18,2025-11-12 04:26:18,4,3.64,9.32,CARD,Uptown,Uptown
ride_1140,2025-11-12 04:30:18,2025-11-12 04:42:18,1,3.1,9.73,CARD,Suburb,Airport
ride_1141,2025-11-12 03:02:18,2025-11-12 03:21:18,1,9.15,20.19,CARD,Midtown,Suburb
ride_1142,2025-11-12 04:22:18,2025-11-12 05:14:18,2,11.34,20.58,CARD,Midtown,Suburb
ride_1143,2025-11-12 02:59:18,2025-11-12 03:52:18,3,4.81,9.03,CASH,Downtown,Uptown
ride_1144,2025-11-12 04:37:18,2025-11-12 05:29:18,2,7.12,14.18,CARD,Airport,Uptown
ride_1145,2025-11-12 04:35:18,2025-11-12 05:25:18,1,4.41,9.52,CARD,Suburb,Suburb
ride_1146,2025-11-12 03:55:18,2025-11-12 04:02:18,3,1.78,5.2,CASH,Suburb,Suburb
ride_1147,2025-11-12 04:41:18,2025-11-12 05:27:18,1,7.54,17.01,CARD,Downtown,Suburb
ride_1148,2025-11-12 04:23:18,2025-11-12 04:53:18,3,5.05,10.32,CARD,Uptown,Airport
ride_1149,2025-11-12 04:50:18,2025-11-12 05:02:18,3,2.78,6.84,CARD,Downtown,Suburb
ride_1150,2025-11-12 03:51:18,2025-11-12 03:58:18,3,2.52,6.97,CARD,Midtown,Suburb
