ride_id,pickup_ts,dropoff_ts,passenger_count,trip_km,fare,payment_type,pickup_zone,dropoff_zone
ride_669,2025-11-12 02:19:24,2025-11-12 03:12:24,3,4.09,10.63,CARD,Uptown,Downtown
ride_670,2025-11-12 02:13:24,2025-11-12 03:03:24,2,0.2,3.0,CARD,Midtown,Uptown
ride_671,2025-11-12 03:35:24,2025-11-12 03:51:24,2,0.82,4.24,CARD,Airport,Suburb
ride_672,2025-11-12 02:33:24,2025-11-12 02:52:24,4,5.03,12.82,CARD,Suburb,Airport
ride_673,2025-11-12 02:18:24,2025-11-12 02:35:24,1,1.2,3.6,CARD,Downtown,Suburb
ride_674,2025-11-12 03:48:24,2025-11-12 04:23:24,1,4.81,12.57,CARD,Downtown,Downtown
ride_675,2025-11-12 02:29:24,2025-11-12 02:57:24,2,11.25,21.77,CARD,Airport,Suburb
ride_676,2025-11-12 02:54:24,2025-11-12 03:07:24,3,9.1,19.68,CARD,Midtown,Airport
ride_677,2025-11-12 03:23:24,2025-11-12 03:57:24,2,2.6,4.99,CASH,Suburb,Downtown
ride_678,2025-11-12 02:58:24,2025-11-12 03:34:24,3,2.25,5.63,CARD,Midtown,Airport
ride_679,2025-11-12 03:03:24,2025-11-12 03:13:24,4,5.48,14.42,CARD,Suburb,Suburb
ride_680,2025-11-12 03:11:24,2025-11-12 04:04:24,3,3.44,7.0,CARD,Suburb,Suburb
ride_681,2025-11-12 02:45:24,2025-11-12 03:28:24,2,3.87,8.13,CASH,Downtown,Downtown
ride_682,2025-11-12 03:24:24,2025-11-12 03:56:24,3,1.13,4.92,CARD,Suburb,Uptown
ride_683,2025-11-12 02:02:24,2025-11-12 02:42:24,1,5.75,13.82,CARD,Uptown,Midtown
ride_684,2025-11-12 03:45:24,2025-11-12 04:32:24,3,4.97,10.25,CASH,Uptown,Downtown
ride_685,2025-11-12 03:04:24,2025-11-12 03:34:24,3,2.72,8.72,CASH,Midtown,Downtown
ride_686,2025-11-12 03:30:24,2025-11-12 04:18:24,3,4.02,11.43,CARD,Uptown,Midtown
ride_687,2025-11-12 02:32:24,2025-11-12 02:40:24,2,2.8,6.07,CASH,Airport,Midtown
ride_688,2025-11-12 02:12:24,2025-11-12 02:22:24,1,1.36,3.62,CARD,Airport,Uptown
ride_689,2025-11-12 03:24:24,2025-11-12 03:46:24,2,8.71,18.46,CASH,Uptown,Downtown
ride_690,2025-11-12 03:20:24,2025-11-12 04:10:24,1,11.31,18.8,CARD,Airport,Downtown
ride_691,2025-11-12 03:17:24,2025-11-12 03:55:24,1,11.06,19.67,CASH,Midtown,Suburb
ride_692,2025-11-12 03:20:24,2025-11-12 03:52:24,2,5.58,13.0,CASH,Downtown,Downtown
ride_693,2025-11-12 03:18:24,2025-11-12 03:23:24,2,8.02,14.5,CARD,Suburb,Airport
ride_694,2025-11-12 02:13:24,2025-11-12 02:54:24,3,9.16,19.73,CASH,Airport,Uptown
ride_695,2025-11-12 03:36:24,2025-11-12 04:19:24,2,4.07,10.99,CASH,Airport,Downtown
ride_696,2025-11-12 02:37:24,2025-11-12 03:18:24,2,5.74,12.43,CARD,Uptown,Suburb
ride_697,2025-11-12 02:56:24,2025-11-12 03:45:24,1,2.42,4.72,CARD,Downtown,Uptown
ride_698,2025-11-12 03:13:24,2025-11-12 03:23:24,2,4.72,10.1,CASH,Midtown,Suburb
ride_699,2025-11-12 02:33:24,2025-11-12 03:04:24,1,6.25,12.1,CARD,Uptown,Downtown
ride_700,2025-11-12 01:59:24,2025-11-12 02:27:24,3,5.33,9.77,CARD,Airport,Airport
ride_701,2025-11-12 03:04:24,2025-11-12 03:21:24,3,6.17,17.37,CARD,Airport,Suburb
ride_702,2025-11-12 02:31:24,2025-11-12 02:37:24,3,8.19,20.73,CARD,Downtown,Downtown
ride_703,2025-11-12 03:16:24,2025-11-12 03:36:24,3,3.32,5.8,CASH,Midtown,Suburb
ride_704,2025-11-12 03:08:24,2025-11-12 03:27:24,1,2.48,5.08,CARD,Suburb,Airport
ride_705,2025-11-12 02:42:24,2025-11-12 03:30:24,3,1.78,3.92,CASH,Midtown,Uptown
ride_706,2025-11-12 02:27:24,2025-11-12 02:59:24,3,0.83,4.5,CARD,Airport,Uptown
ride_707,2025-11-12 02:52:24,2025-11-12 03:11:24,2,4.97,10.09,CASH,Midtown,Uptown
ride_708,2025-11-12 02:34:24,2025-11-12 03:23:24,1,4.45,9.97,CARD,Downtown,Airport
ride_709,2025-11-12 03:39:24,2025-11-12 04:14:24,3,2.18,4.74,CARD,Airport,Midtown
ride_710,2025-11-12 03:44:24,2025-11-12 03:54:24,2,6.08,11.66,CARD,Uptown,Suburb
ride_711,2025-11-12 01:57:24,2025-11-12 02:16:24,2,3.7,10.08,CARD,Uptown,Downtown
ride_712,2025-11-12 02:55:24,2025-11-12 03:42:24,3,2.78,8.06,CARD,Downtown,Uptown
ride_713,2025-11-12 02:44:24,2025-11-12 03:34:24,4,6.69,13.88,CARD,Airport,Airport
ride_714,2025-11-12 01:59:24,2025-11-12 02:27:24,1,7.64,12.91,CARD,Uptown,Downtown
ride_715,2025-11-12 02:02:24,2025-11-12 02:14:24,2,5.4,14.0,CARD,Suburb,Airport
ride_716,2025-11-12 02:08:24,2025-11-12 02:21:24,4,0.2,3.0,CARD,Midtown,Uptown
ride_717,2025-11-12 03:17:24,2025-11-12 04:02:24,2,4.5,11.77,CARD,Suburb,Downtown
ride_718,2025-11-12 02:44:24,2025-11-12 03:25:24,4,3.01,10.19,CARD,Downtown,Uptown
ride_719,2025-11-12 02:54:24,2025-11-12 03:37:24,1,8.64,18.73,CARD,Suburb,Airport
ride_720,2025-11-12 02:51:24,2025-11-12 03:04:24,1,3.84,7.46,CARD,Airport,Suburb
ride_721,2025-11-12 02:09:24,2025-11-12 03:03:24,3,6.09,11.58,CASH,Suburb,Midtown
ride_722,2025-11-12 02:02:24,2025-11-12 02:23:24,2,0.2,3.0,CARD,Downtown,Suburb
ride_723,2025-11-12 03:50:24,2025-11-12 04:17:24,3,0.72,3.09,CASH,Uptown,Airport
ride_724,2025-11-12 03:11:24,2025-11-12 03:58:24,3,3.04,5.35,CASH,Airport,Midtown
ride_725,2025-11-12 02:12:24,2025-11-12 02:31:24,3,6.18,14.05,CARD,Midtown,Downtown
ride_726,2025-11-12 03:37:24,2025-11-12 03:42:24,2,8.03,17.66,CARD,Midtown,Downtown
ride_727,2025-11-12 03:47:24,2025-11-12 03:55:24,1,0.2,3.03,CARD,Airport,Midtown
ride_728,2025-11-12 03:13:24,2025-11-12 03:35:24,1,6.13,12.09,CARD,Uptown,Midtown
ride_729,2025-11-12 03:06:24,2025-11-12 03:48:24,2,9.62,18.02,CASH,Uptown,Downtown
ride_730,2025-11-12 02:08:24,2025-11-12 03:03:24,4,0.2,3.0,CARD,Uptown,Airport
ride_731,2025-11-12 02:58:24,2025-11-12 03:35:24,4,7.31,12.81,CARD,Uptown,Uptown
ride_732,2025-11-12 02:28:24,2025-11-12 03:16:24,3,10.87,17.57,CASH,Airport,Airport
ride_733,2025-11-12 02:58:24,2025-11-12 03:20:24,2,5.39,12.66,CARD,Uptown,Airport
ride_734,2025-11-12 02:36:24,2025-11-12 02:41:24,4,8.08,19.34,CARD,Airport,Suburb
ride_735,2025-11-12 03:48:24,2025-11-12 04:27:24,2,4.26,10.75,CARD,Suburb,Airport
ride_736,2025-11-12 03:48:24,2025-11-12 04:29:24,2,6.48,12.38,CARD,Uptown,Uptown
ride_737,2025-11-12 03:52:24,2025-11-12 04:21:24,2,1.22,4.22,CASH,Downtown,Downtown
ride_738,2025-11-12 03:50:24,2025-11-12 04:14:24,2,0.2,3.0,CARD,Suburb,Midtown
ride_739,2025-11-12 02:20:24,2025-11-12 02:55:24,1,6.3,12.0,CARD,Downtown,Uptown
ride_740,2025-11-12 02:14:24,2025-11-12 03:06:24,1,2.05,6.34,CARD,Uptown,Airport
ride_741,2025-11-12 03:03:24,2025-11-12 03:13:24,3,3.88,12.21,CASH,Midtown,Suburb
ride_742,2025-11-12 02:04:24,2025-11-12 02:16:24,2,0.8,3.0,CARD,Midtown,Suburb
ride_743,2025-11-12 03:32:24,2025-11-12 04:00:24,1,5.58,11.66,CASH,Suburb,Airport
ride_744,2025-11-12 03:04:24,2025-11-12 03:16:24,2,5.42,15.73,CARD,Midtown,Midtown
ride_745,2025-11-12 03:25:24,2025-11-12 04:10:24,1,8.98,16.83,CARD,Airport,Suburb
ride_746,2025-11-12 03:36:24,2025-11-12 04:25:24,3,6.14,17.35,CARD,Airport,Uptown
ride_747,2025-11-12 03:15:24,2025-11-12 03:31:24,2,9.72,22.29,CASH,Uptown,Midtown
ride_748,2025-11-12 02:16:24,2025-11-12 02:25:24,2,3.9,11.97,CASH,Downtown,Uptown
ride_749,2025-11-12 03:42:24,2025-11-12 04:27:24,4,5.66,10.73,CARD,Uptown,Midtown
ride_750,2025-11-12 02:41:24,2025-11-12 02:53:24,1,2.43,7.38,CARD,Uptown,Downtown
ride_751,2025-11-12 03:43:24,2025-11-12 04:19:24,4,4.08,11.07,CARD,Downtown,Uptown
ride_752,2025-11-12 03:36:24,2025-11-12 04:31:24,4,1.91,5.02,CASH,Downtown,Suburb
ride_753,2025-11-12 02:47:24,2025-11-12 03:34:24,2,4.68,11.16,CASH,Airport,Airport
ride_754,2025-11-12 03:01:24,2025-11-12 03:43:24,2,5.6,11.38,CASH,Midtown,Suburb
ride_755,2025-11-12 02:26:24,2025-11-12 02:43:24,2,6.77,12.46,CASH,Airport,Suburb
ride_756,2025-11-12 02:21:24,2025-11-12 02:37:24,4,4.03,8.99,CARD,Airport,Airport
ride_757,2025-11-12 02:36:24,2025-11-12 03:19:24,1,10.64,21.09,CARD,Suburb,Midtown
ride_758,2025-11-12 03:29:24,2025-11-12 04:02:24,4,4.51,8.96,CARD,Airport,Suburb
ride_759,2025-11-12 02:09:24,2025-11-12 03:02:24,4,5.81,12.91,CARD,Midtown,Downtown
ride_760,2025-11-12 02:31:24,2025-11-12 02:49:24,4,2.95,6.22,CASH,Airport,Downtown
ride_761,2025-11-12 03:29:24,2025-11-12 03:34:24,1,0.2,3.0,CASH,Midtown,Downtown
ride_762,2025-11-12 03:57:24,2025-11-12 04:41:24,4,0.66,3.0,CARD,Uptown,Downtown
ride_763,2025-11-12 03:16:24,2025-11-12 03:38:24,4,4.62,11.39,CARD,Downtown,Suburb
ride_764,2025-11-12 03:16:24,2025-11-12 03:55:24,4,0.2,3.0,CASH,Airport,Airport
ride_765,2025-11-12 02:34:24,2025-11-12 02:53:24,4,6.32,14.32,CARD,Midtown,Suburb
ride_766,2025-11-12 02:36:24,2025-11-12 03:08:24,1,1.47,6.02,CARD,Airport,Airport
ride_767,2025-11-12 02:19:24,2025-11-12 02:42:24,1,2.68,6.24,CARD,Suburb,Airport
ride_768,2025-11-12 02:09:24,2025-11-12 02:30:24,3,0.2,3.22,CARD,Midtown,Midtown
ride_769,2025-11-12 03:03:24,2025-11-12 03:44:24,3,5.33,12.62,CARD,Airport,Airport
ride_770,2025-11-12 03:28:24,2025-11-12 03:50:24,1,4.82,9.8,CASH,Suburb,Suburb
ride_771,2025-11-12 02:14:24,2025-11-12 02:21:24,1,5.22,13.92,CARD,Suburb,Suburb
ride_772,2025-11-12 03:05:24,2025-11-12 03:49:24,2,9.45,14.73,CARD,Midtown,Airport
ride_773,2025-11-12 03:11:24,2025-11-12 03:17:24,3,4.16,9.64,CASH,Downtown,Uptown
ride_774,2025-11-12 03:29:24,2025-11-12 04:22:24,3,3.6,10.1,CASH,Midtown,Suburb
ride_775,2025-11-12 03:42:24,2025-11-12 04:09:24,4,6.74,12.2,CARD,Suburb,Airport
ride_776,2025-11-12 02:43:24,2025-11-12 03:34:24,1,2.08,5.44,CASH,Midtown,Midtown
ride_777,2025-11-12 03:54:24,2025-11-12 04:48:24,4,6.08,14.25,CASH,Airport,Suburb
ride_778,2025-11-12 02:40:24,2025-11-12 03:08:24,2,2.26,6.3,CASH,Uptown,Airport
ride_779,2025-11-12 02:42:24,2025-11-12 03:12:24,1,3.03,6.46,CARD,Airport,Midtown
ride_780,2025-11-12 02:58:24,2025-11-12 03:24:24,3,8.32,18.86,CARD,Uptown,Midtown
ride_781,2025-11-12 02:02:24,2025-11-12 02:19:24,1,0.2,3.0,CASH,Airport,Midtown
ride_782,2025-11-12 02:43:24,2025-11-12 03:31:24,4,5.35,9.99,CARD,Downtown,Downtown
ride_783,2025-11-12 02:22:24,2025-11-12 02:50:24,1,5.98,13.83,CASH,Downtown,Midtown
ride_784,2025-11-12 03:36:24,2025-11-12 04:26:24,3,6.56,14.41,CARD,Downtown,Downtown
ride_785,2025-11-12 02:18:24,2025-11-12 03:09:24,1,6.43,17.32,CARD,Downtown,Suburb
ride_786,2025-11-12 03:06:24,2025-11-12 03:21:24,3,4.7,10.6,CASH,Airport,Airport
ride_787,2025-11-12 03:52:24,2025-11-12 03:57:24,4,2.61,7.49,CARD,Downtown,Uptown
ride_788,2025-11-12 02:58:24,2025-11-12 03:08:24,3,6.08,16.62,CARD,Downtown,Suburb
ride_789,2025-11-12 03:06:24,2025-11-12 04:01:24,3,4.75,10.14,CARD,Midtown,Downtown
ride_790,2025-11-12 02:53:24,2025-11-12 03:30:24,3,5.43,13.99,CASH,Airport,Airport
ride_791,2025-11-12 03:18:24,2025-11-12 03:45:24,3,1.28,3.16,CARD,Suburb,Airport
ride_792,2025-11-12 02:35:24,2025-11-12 02:47:24,2,1.8,5.79,CASH,Airport,Midtown
ride_793,2025-11-12 03:45:24,2025-11-12 04:25:24,2,5.82,9.4,CARD,Airport,Downtown
ride_794,2025-11-12 03:18:24,2025-11-12 03:27:24,3,5.65,13.71,CARD,Airport,Suburb
ride_795,2025-11-12 02:13:24,2025-11-12 02:58:24,1,3.5,8.45,CARD,Uptown,Airport
ride_796,2025-11-12 02:15:24,2025-11-12 02:31:24,2,2.01,4.21,CASH,Uptown,Downtown
ride_797,2025-11-12 03:57:24,2025-11-12 04:24:24,3,6.26,14.79,CASH,Airport,Suburb
ride_798,2025-11-12 02:56:24,2025-11-12 03:10:24,1,5.96,13.06,CARD,Airport,Midtown
ride_799,2025-11-12 03:20:24,2025-11-12 03:27:24,1,4.58,14.03,CASH,Airport,Downtown
ride_800,2025-11-12 03:38:24,2025-11-12 03:43:24,1,3.57,10.67,CASH,Suburb,Midtown
ride_801,2025-11-12 03:03:24,2025-11-12 03:35:24,4,6.25,15.34,CARD,Uptown,Suburb
ride_802,2025-11-12 02:36:24,2025-11-12 03:31:24,2,0.2,3.0,CASH,Downtown,Downtown
ride_803,2025-11-12 03:34:24,2025-11-12 04:27:24,4,1.57,4.01,CARD,Airport,Downtown
ride_804,2025-11-12 03:28:24,2025-11-12 04:06:24,1,8.51,20.78,CARD,Midtown,Midtown
ride_805,2025-11-12 03:23:24,2025-11-12 04:16:24,4,8.53,16.31,CASH,Airport,Downtown
ride_806,2025-11-12 03:52:24,2025-11-12 04:39:24,1,4.98,11.61,CASH,Midtown,Uptown
ride_807,2025-11-12 03:56:24,2025-11-12 04:18:24,4,7.1,14.33,CASH,Uptown,Midtown
ride_808,2025-11-12 02:37:24,2025-11-12 03:31:24,1,5.23,13.39,CARD,Uptown,Uptown
ride_809,2025-11-12 03:13:24,2025-11-12 03:41:24,2,6.33,15.12,CARD,Suburb,Downtown
ride_810,2025-11-12 02:12:24,2025-11-12 02:26:24,4,6.26,14.67,CARD,Uptown,Uptown
ride_811,2025-11-12 02:10:24,2025-11-12 02:32:24,4,9.96,19.59,CARD,Airport,Midtown
ride_812,2025-11-12 02:34:24,2025-11-12 03:16:24,1,5.38,13.5,CARD,Uptown,Downtown
ride_813,2025-11-12 02:56:24,2025-11-12 03:20:24,4,6.31,18.24,CASH,Downtown,Uptown
ride_814,2025-11-12 02:47:24,2025-11-12 03:02:24,1,9.17,22.17,CASH,Airport,Suburb
ride_815,2025-11-12 03:18:24,2025-11-12 03:50:24,2,11.23,27.22,CARD,Downtown,Downtown
ride_816,2025-11-12 03:33:24,2025-11-12 03:51:24,3,5.27,11.6,CARD,Suburb,Uptown
ride_817,2025-11-12 02:10:24,2025-11-12 02:46:24,2,5.88,14.92,CARD,Suburb,Airport
ride_818,2025-11-12 02:32:24,2025-11-12 03:09:24,3,6.02,15.57,CASH,Midtown,Downtown
ride_819,2025-11-12 02:15:24,2025-11-12 02:49:24,2,6.12,14.29,CARD,Downtown,Midtown
ride_820,2025-11-12 03:14:24,2025-11-12 03:22:24,3,7.61,15.3,CARD,Airport,Suburb
ride_821,2025-11-12 03:27:24,2025-11-12 04:01:24,4,5.25,14.34,CARD,Uptown,Uptown
ride_822,2025-11-12 03:08:24,2025-11-12 03:13:24,2,7.6,14.33,CARD,Downtown,Downtown
ride_823,2025-11-12 03:16:24,2025-11-12 03:34:24,2,4.3,10.95,CASH,Suburb,Downtown
ride_824,2025-11-12 03:17:24,2025-11-12 03:32:24,1,4.53,12.26,CARD,Uptown,Airport
ride_825,2025-11-12 02:55:24,2025-11-12 03:20:24,3,0.2,3.0,CARD,Downtown,Suburb
ride_826,2025-11-12 03:24:24,2025-11-12 03:55:24,1,10.64,17.14,CARD,Airport,Downtown
ride_827,2025-11-12 02:19:24,2025-11-12 02:36:24,1,4.23,11.78,CARD,Downtown,Midtown
ride_828,2025-11-12 03:06:24,2025-11-12 03:18:24,1,1.25,4.76,CASH,Airport,Downtown
ride_829,2025-11-12 02:46:24,2025-11-12 02:56:24,2,7.73,14.96,CARD,Airport,Suburb
ride_830,2025-11-12 02:59:24,2025-11-12 03:37:24,1,6.51,17.31,CASH,Suburb,Midtown
ride_831,2025-11-12 03:33:24,2025-11-12 04:27:24,3,5.73,15.0,CARD,Airport,Airport
ride_832,2025-11-12 01:59:24,2025-11-12 02:46:24,2,5.06,13.86,CARD,Airport,Airport
ride_833,2025-11-12 03:19:24,2025-11-12 04:10:24,1,4.04,10.7,CASH,Airport,Midtown
ride_834,2025-11-12 03:48:24,2025-11-12 04:09:24,3,8.03,12.98,CASH,Downtown,Airport
ride_835,2025-11-12 03:52:24,2025-11-12 04:24:24,3,2.84,6.01,CARD,Airport,Suburb
ride_836,2025-11-12 02:54:24,2025-11-12 03:23:24,4,3.27,7.72,CARD,Uptown,Downtown
ride_837,2025-11-12 02:34:24,2025-11-12 03:15:24,1,10.76,24.97,CARD,Uptown,Airport
ride_838,2025-11-12 01:59:24,2025-11-12 02:39:24,1,2.36,5.12,CARD,Suburb,Downtown
ride_839,2025-11-12 03:57:24,2025-11-12 04:51:24,4,0.2,3.0,CASH,Uptown,Downtown
ride_840,2025-11-12 02:30:24,2025-11-12 02:58:24,4,7.44,17.97,CASH,Suburb,Downtown
ride_841,2025-11-12 03:00:24,2025-11-12 03:38:24,4,3.46,10.38,CARD,Suburb,Airport
ride_842,2025-11-12 02:47:24,2025-11-12 02:53:24,4,5.68,16.53,CARD,Midtown,Uptown
ride_843,2025-11-12 02:13:24,2025-11-12 02:52:24,3,9.27,23.79,CARD,Midtown,Suburb
ride_844,2025-11-12 03:05:24,2025-11-12 03:18:24,2,9.61,19.45,CARD,Airport,Downtown
ride_845,2025-11-12 03:46:24,2025-11-12 03:57:24,1,0.96,3.0,CASH,Downtown,Suburb
ride_846,2025-11-12 02:04:24,2025-11-12 02:48:24,3,14.98,24.96,CARD,Midtown,Airport
ride_847,2025-11-12 01:57:24,2025-11-12 02:43:24,3,7.55,12.34,CARD,Uptown,Suburb
ride_848,2025-11-12 02:19:24,2025-11-12 03:11:24,1,3.99,7.04,CARD,Midtown,Airport
ride_849,2025-11-12 02:46:24,2025-11-12 02:52:24,4,4.18,12.24,CASH,Uptown,Airport
ride_850,2025-11-12 02:10:24,2025-11-12 03:05:24,4,1.67,3.87,CARD,Midtown,Uptown
ride_851,2025-11-12 03:47:24,2025-11-12 04:23:24,4,1.34,3.0,CARD,Midtown,Midtown
ride_852,2025-11-12 02:54:24,2025-11-12 03:02:24,1,5.97,15.1,CARD,Airport,Midtown
ride_853,2025-11-12 03:55:24,2025-11-12 04:09:24,4,0.7,3.22,CARD,Midtown,Downtown
